개방자치단체코드,관리번호,인허가일자,영업상태명,폐업일자,소재지면적,소재지우편번호,도로명우편번호,사업장명,업태구분명,데이터갱신구분,건물소유구분명,공장사무직직원수,공장생산직직원수,공장판매직직원수,급수시설구분명,남성종사자수,다중이용업소여부,데이터갱신시점,도로명주소,등급구분명,보증액,본사직원수,상세영업상태명,상세영업상태코드,시설총규모,여성종사자수,영업상태코드,영업장주변구분명,월세액,위생업태명,전통업소주된음식,전통업소지정번호,전화번호,좌표정보(X),좌표정보(Y),지번주소,홈페이지,최종수정시점
3450000,3450000-114-2025-00001,2025-08-14,영업/정상,,825.00,702-886,41427,대백마트 동천점,기타식품판매업,I,자가,0,0,0,,,N,2026-05-06 22:35:24,"대구광역시 북구 대천로17길 5, 1층 (동천동)",,,0,영업,01,0,,01,,,기타식품판매업,,,,340547.780848207    ,271944.939697366    ,대구광역시 북구 동천동 927 ,,2025-09-03 16:21:53
3450000,3450000-114-2025-00002,2025-09-18,영업/정상,,795.60,702-892,41477,롯데쇼핑(주)롯데슈퍼 대구서변점,기타식품판매업,U,자가,,,,상수도전용,,N,2026-05-06 22:35:24,"대구광역시 북구 호국로51길 35, 1층 (서변동)",,,,영업,01,0,,01,,,기타식품판매업,,,0539555601,343888.62865782     ,270482.992481914    ,대구광역시 북구 서변동 899-1 ,,2026-04-28 16:26:54
3450000,3450000-114-1998-00002,1998-03-09,폐업,2026-04-01,"3,509.75",702-849,41438,주식회사 이랜드리테일 강북점,기타식품판매업,U,,0,0,0,,,N,2026-05-06 22:35:20,"대구광역시 북구 칠곡중앙대로 416 (읍내동,동아백화점칠곡점)",,,0,폐업,02,0,,03,,,기타식품판매업,,,0533203350,339717.871628279    ,271412.222622685    ,대구광역시 북구 읍내동 1343-6 동아백화점칠곡점 ,,2026-04-01 15:19:28
3450000,3450000-114-1999-00001,1999-03-27,영업/정상,,407.58,702-841,41535,북대구농협하나로마트,기타식품판매업,I,,0,0,0,,,N,2026-05-06 22:35:20,대구광역시 북구 동북로 160 (산격동),,,0,영업,01,0,,01,,,기타식품판매업,,,0539510599,345299.176141039    ,267741.942492376    ,대구광역시 북구 산격동 1260-1 ,,2017-07-11 14:52:08
3450000,3450000-114-2000-00005,2000-02-18,영업/정상,,"6,014.71",702-845,41516,(주)코스트코코리아,기타식품판매업,I,,0,0,0,,,N,2026-05-06 22:35:21,대구광역시 북구 검단로 97 (산격동),,,0,영업,01,0,,01,,,기타식품판매업,,,05303801050,346013.651465394    ,268532.189935562    ,대구광역시 북구 산격동 1817 ,,2021-07-21 16:54:14
3450000,3450000-114-2001-00004,2001-11-15,영업/정상,,"4,494.00",702-886,41422,홈플러스주식회사칠곡점,기타식품판매업,I,,,,,,,N,2026-05-06 22:35:21,"대구광역시 북구 동암로12길 8 (동천동,칠곡홈플러스내)",,,,영업,01,0,,01,,,기타식품판매업,,,0536078124,340320.722709596    ,272735.675659876    ,대구광역시 북구 동천동 968 칠곡홈플러스내 ,,2024-02-20 17:29:05
3450000,3450000-114-2002-00001,2002-04-04,영업/정상,,"5,406.00",702-851,41593,(주)이마트칠성점,기타식품판매업,I,자가,0,0,0,상수도전용,,N,2026-05-06 22:35:21,"대구광역시 북구 침산로 93 (칠성동2가,외 1필지)",,,0,영업,01,0,,01,,,기타식품판매업,,,0536091052,343510.573192364    ,266134.259920881    ,대구광역시 북구 칠성동2가 20-1 외 1필지 ,,2024-04-17 10:39:33
3450000,3450000-114-2002-00002,2002-06-03,영업/정상,,850.00,702-827,41524,데레사농수축소비센타복현점,기타식품판매업,I,자가,0,0,0,상수도전용,,N,2026-05-06 22:35:21,대구광역시 북구 공항로5길 17 (복현동),,,0,영업,01,0,,01,,,기타식품판매업,,,,345974.631989528    ,267804.984082528    ,대구광역시 북구 복현동 78-8 ,,2013-06-24 10:46:18
3450000,3450000-114-2003-00001,2003-02-26,영업/정상,,838.50,702-746,41581,롯데역사(주)대구점,기타식품판매업,U,자가,0,80,0,상수도전용,,N,2026-05-06 22:35:21,"대구광역시 북구 태평로 161, 지하2층 (칠성동2가, 롯데백화점대구점)",,,0,영업,01,0,,01,,,기타식품판매업,,,0536602003,344052.576927614    ,265131.653371228    ,대구광역시 북구 칠성동2가 302-155 롯데백화점대구점지하2층 ,,2026-04-15 16:11:19
3450000,3450000-114-2003-00003,2003-11-24,영업/정상,,"1,803.86",702-807,41424,효성파머스마켓(칠곡점),기타식품판매업,I,임대,0,0,0,,,N,2026-05-06 22:35:21,대구광역시 북구 동암로38길 27 (구암동),,0,0,영업,01,0,,01,,0,기타식품판매업,,,0533240722,341537.417858816    ,272369.343001631    ,대구광역시 북구 구암동 781 ,,2016-07-07 16:59:41
3450000,3450000-114-2005-00005,2005-08-08,영업/정상,,"1,069.79",702-833,41524,롯데쇼핑(주)롯데슈퍼복현점,기타식품판매업,U,,0,0,0,,,N,2026-05-06 22:35:22,대구광역시 북구 검단로 8 (복현동),,,0,영업,01,0,,01,,,기타식품판매업,,,,345790.118385766    ,267617.116875016    ,대구광역시 북구 복현동 539-123 ,,2026-04-28 16:44:08
3450000,3450000-114-2005-00008,2005-10-21,영업/정상,,474.70,702-838,41541,나이스마트(도청점),기타식품판매업,I,임대,0,0,0,상수도전용,,N,2026-05-06 22:35:22,대구광역시 북구 연암공원로 30 (산격동),,,0,영업,01,0,,01,,,기타식품판매업,,,0539427400,344219.689639286    ,267060.411101763    ,대구광역시 북구 산격동 1101-5 ,,2020-05-27 11:22:18
3450000,3450000-114-2006-00003,2006-02-14,영업/정상,,"1,578.60",702-857,41591,나이스식자재마트,기타식품판매업,I,,0,0,0,,,N,2026-05-06 22:35:22,대구광역시 북구 침산남로 122-6 (침산동),,,0,영업,01,0,,01,,,기타식품판매업,,,0533535002,343387.470579908    ,266470.0661377      ,대구광역시 북구 침산동 375-1 ,,2024-06-17 13:17:02
3450000,3450000-114-2007-00002,2007-02-12,영업/정상,,546.81,702-865,41467,드림마트,기타식품판매업,I,,0,0,0,,,N,2026-05-06 22:35:22,대구광역시 북구 칠곡중앙대로46길 31-2 (태전동),,,0,영업,01,0,,01,,,기타식품판매업,,,0533260852,339835.854953166    ,269902.479269965    ,대구광역시 북구 태전동 615 ,,2023-01-18 11:01:58
3450000,3450000-114-2007-00004,2007-07-27,영업/정상,,528.15,702-260,41467,대백마트,기타식품판매업,I,자가,0,0,0,,,N,2026-05-06 22:35:22,대구광역시 북구 칠곡중앙대로46길 21 (태전동),,,0,영업,01,0,,01,,,기타식품판매업,,,,339764.496631265    ,269786.020140505    ,"대구광역시 북구 태전동 541-2 , 542-9 ",,2021-03-19 14:25:07
3450000,3450000-114-2008-00001,2008-01-30,폐업,2026-04-02,888.94,702-863,41458,대백마트태전점,기타식품판매업,U,,,,,,,N,2026-05-06 22:35:22,대구광역시 북구 태전로1길 28 (태전동),,,,폐업,02,0,,03,,,기타식품판매업,,,0533129922,339192.2587077      ,269983.732007627    ,대구광역시 북구 태전동 204-2 ,,2026-04-02 16:49:22
3450000,3450000-114-2008-00002,2008-02-20,영업/정상,,384.62,702-894,41476,오케이마트(서변점),기타식품판매업,U,,0,0,0,,,N,2026-05-06 22:35:22,대구광역시 북구 호국로39길 6 (서변동),,,0,영업,01,0,,01,,,기타식품판매업,,,0539395900,344229.075422444    ,269926.993446075    ,대구광역시 북구 서변동 1787-10 ,,2026-01-27 15:22:43
3450000,3450000-114-2008-00005,2008-08-19,영업/정상,,386.00,702-885,41431,프레쉬파머스마켓,기타식품판매업,I,,0,0,0,,,N,2026-05-06 22:35:22,대구광역시 북구 동천로 5-7 (동천동),,,0,영업,01,0,,01,,,기타식품판매업,,,0533225607,340486.873110598    ,271332.920191127    ,대구광역시 북구 동천동 876-5 ,,2023-02-24 16:00:40
3450000,3450000-114-2010-00002,2010-04-12,영업/정상,,993.55,702-866,41471,이코노마트,기타식품판매업,I,자가,0,0,0,,,N,2026-05-06 22:35:22,대구광역시 북구 매전로 72-3 (태전동),,,0,영업,01,0,,01,,,기타식품판매업,,,0533135999,339611.267892577    ,269114.284557881    ,대구광역시 북구 태전동 1121 ,,2020-04-29 11:26:09
3450000,3450000-114-2011-00001,2011-03-15,영업/정상,,707.00,702-220,41419,대백마트(국우점),기타식품판매업,I,자가,,,,,,N,2026-05-06 22:35:22,"대구광역시 북구 학남로 95 (국우동,,4번지)",,,,영업,01,0,,01,,,기타식품판매업,,,0533272900,341574.46275529     ,272706.306988309    ,"대구광역시 북구 국우동 1099-3 ,4번지 ",,2011-08-03 14:17:54
3450000,3450000-114-2011-00003,2011-06-21,영업/정상,,"1,592.36",702-851,41586,(주)장보고식자재마트칠성점,기타식품판매업,U,자가,0,0,0,,,N,2026-05-06 22:35:23,대구광역시 북구 중앙대로 523 (칠성동2가),,,0,영업,01,0,,01,,,기타식품판매업,,,,344008.719515154    ,265566.300319694    ,대구광역시 북구 칠성동2가 346-9 ,,2025-11-14 10:19:35
3450000,3450000-114-2012-00004,2012-06-15,영업/정상,,461.91,702-864,41457,(주)장보고식자재마트(칠곡점),기타식품판매업,I,자가,0,0,0,,,N,2026-05-06 22:35:23,대구광역시 북구 칠곡중앙대로63길 6 (태전동),,,0,영업,01,0,,01,,,기타식품판매업,,,0536424993,339494.329348108    ,270422.058072002    ,대구광역시 북구 태전동 228-2 ,,2020-04-29 11:32:14
3450000,3450000-114-2012-00005,2012-09-17,영업/정상,,"1,993.52",702-863,41456,세종마트,기타식품판매업,I,자가,,,,,,N,2026-05-06 22:35:23,대구광역시 북구 태전로 21 (태전동),,,,영업,01,0,,01,,,기타식품판매업,,,0533121818,339340.978880098    ,270202.342070144    ,대구광역시 북구 태전동 155-2 ,,2014-07-31 15:45:01
3450000,3450000-114-2013-00002,2013-08-01,영업/정상,,979.88,702-847,41401,(주)칠곡스타식자재마트,기타식품판매업,I,자가,,,,,,N,2026-05-06 22:35:23,대구광역시 북구 칠곡중앙대로126길 41 (읍내동),,,,영업,01,0,,01,,,기타식품판매업,,,0533259554,340269.061926904    ,273102.354233264    ,대구광역시 북구 읍내동 1234-82 ,,2024-10-15 11:27:13
3450000,3450000-114-2015-00001,2015-02-11,영업/정상,,445.44,702-866,41460,대백마트네오시티점,기타식품판매업,I,자가,,,,,,N,2026-05-06 22:35:23,"대구광역시 북구 칠곡중앙대로 412, 1층 (태전동)",,,,영업,01,0,,01,,,기타식품판매업,,,0533119700,339707.01597482     ,271331.088251183    ,대구광역시 북구 태전동 993 ,,2015-02-11 13:49:49
3450000,3450000-114-2015-00002,2015-03-31,영업/정상,,619.99,702-826,41487,대백마트(매천점),기타식품판매업,I,자가,0,0,0,,,N,2026-05-06 22:35:23,대구광역시 북구 매전로4길 8 (매천동),,,0,영업,01,0,,01,,,기타식품판매업,,,0533141919,339260.227531855    ,268633.262301227    ,대구광역시 북구 매천동 690 ,,2023-01-18 10:50:16
3450000,3450000-114-2015-00004,2015-07-09,영업/정상,,900.00,702-847,41433,칠곡농업협동조합,기타식품판매업,I,자가,0,0,0,,,N,2026-05-06 22:35:23,"대구광역시 북구 동암로 10, 1층 (읍내동)",,,0,영업,01,0,,01,,,기타식품판매업,,,0533211117,339992.069790287    ,272901.675035982    ,대구광역시 북구 읍내동 801 ,,2025-09-26 11:36:02
3450000,3450000-114-2015-00006,2015-11-25,영업/정상,,518.00,702-808,41463,나이스홈마트,기타식품판매업,I,자가,0,0,0,,,N,2026-05-06 22:35:23,"대구광역시 북구 팔거천동로 70, 지하1층 (구암동)",,,0,영업,01,0,,01,,,기타식품판매업,,,0533128377,340266.505145076    ,271121.266920877    ,대구광역시 북구 구암동 655 ,,2023-12-07 16:53:51
3450000,3450000-114-2016-00002,2016-05-04,영업/정상,,423.32,702-800,41511,주식회사한빛에프엘,기타식품판매업,I,자가,0,0,0,,,N,2026-05-06 22:35:23,"대구광역시 북구 검단로 243, 2층 (검단동)",,,0,영업,01,0,,01,,,기타식품판매업,,,,347028.721371577    ,269529.137044528    ,대구광역시 북구 검단동 1128-16 ,,2018-10-01 14:16:30
3450000,3450000-114-2017-00001,2017-09-19,영업/정상,,615.76,702-813,41557,OK마트,기타식품판매업,I,자가,0,0,0,,,N,2026-05-06 22:35:23,"대구광역시 북구 팔달로35길 69, 1층 (노원동3가)",,,0,영업,01,0,,01,,,기타식품판매업,,,0532412345,341718.457695127    ,266864.901911211    ,대구광역시 북구 노원동3가 1022 ,,2017-11-27 15:08:57
3450000,3450000-114-2018-00001,2018-01-24,영업/정상,,754.46,702-877,41418,나이스마트,기타식품판매업,I,자가,,,,,,N,2026-05-06 22:35:23,"대구광역시 북구 구리로34길 59, 1층 (국우동)",,,,영업,01,0,,01,,,기타식품판매업,,,0533272101,342147.641457636    ,273119.603299587    ,대구광역시 북구 국우동 1111 ,,2018-02-21 13:42:15
3450000,3450000-114-2018-00002,2018-03-27,영업/정상,,"1,318.00",702-050,41560,유마트,기타식품판매업,I,자가,0,0,0,,,N,2026-05-06 22:35:24,"대구광역시 북구 침산로32길 8, 1층 (침산동)",,,0,영업,01,12.25,,01,,,기타식품판매업,,,0537155543,343687.630961841    ,266667.235479097    ,대구광역시 북구 침산동 292-1 ,,2020-04-29 10:16:02
3450000,3450000-114-2019-00001,2019-01-29,영업/정상,,327.00,702-881,41412,이코노마트,기타식품판매업,I,자가,,,,,,N,2026-05-06 22:35:24,"대구광역시 북구 동변로 106-2, 1층 (동변동)",,,,영업,01,0,,01,,,기타식품판매업,,,0539391166,344490.224828591    ,270174.360066299    ,대구광역시 북구 동변동 310-1 ,,2020-06-30 10:30:19
3450000,3450000-114-2019-00002,2019-01-31,영업/정상,,590.00,702-881,41412,대백마트동변점,기타식품판매업,I,자가,0,0,0,,,N,2026-05-06 22:35:24,"대구광역시 북구 동변로 88, 1층 (동변동)",,,0,영업,01,0,,01,,,기타식품판매업,,,0539543700,344654.240920516    ,270187.609416909    ,대구광역시 북구 동변동 497 ,,2023-01-18 10:52:15
3450000,3450000-114-2019-00004,2019-11-05,영업/정상,,310.00,702-911,41405,노브랜드대구학정점,기타식품판매업,I,자가,,,,,,N,2026-05-06 22:35:24,"대구광역시 북구 학정로 535, 1층 (학정동)",,,,영업,01,0,,01,,,기타식품판매업,,,,341130.802096954    ,273590.429551867    ,대구광역시 북구 학정동 283-2 ,,2019-12-18 15:29:28
3450000,3450000-114-2019-00005,2019-12-03,영업/정상,,348.00,702-310,41599,노브랜드대구사수점,기타식품판매업,U,자가,,,,,,N,2026-05-06 22:35:24,"대구광역시 북구 내곡로 38-4, 1층 (사수동)",,,,영업,01,0,,01,,,기타식품판매업,,,0533211173,336285.012346159    ,267543.229295408    ,대구광역시 북구 사수동 828-4 ,,2026-04-22 15:47:08
3450000,3450000-114-2020-00002,2020-12-14,영업/정상,,368.23,702-825,41487,주식회사 참좋은유통센터,기타식품판매업,I,자가,0,0,0,,,N,2026-05-06 22:35:24,"대구광역시 북구 매천로18길 23, 1층 (매천동)",,,0,영업,01,7.4,,01,,,기타식품판매업,,,0533218333,339299.927048749    ,268214.499289402    ,대구광역시 북구 매천동 302 ,,2021-02-24 14:44:50
3450000,3450000-114-2021-00001,2021-03-03,영업/정상,,406.00,702-830,41528,대백마트(영진점),기타식품판매업,I,자가,0,0,0,,,N,2026-05-06 22:35:24,"대구광역시 북구 복현로 40, 1층 (복현동)",,,0,영업,01,0,,01,,,기타식품판매업,,,0539579075,346632.280823784    ,267334.638980708    ,대구광역시 북구 복현동 249-1 ,,2023-01-18 10:54:48
3450000,3450000-114-2021-00002,2021-04-12,영업/정상,,643.20,702-130,41409,나이스마트(연경점),기타식품판매업,I,자가,0,0,0,,,N,2026-05-06 22:35:24,"대구광역시 북구 연경중앙로2길 1, 1층 (연경동)",,,0,영업,01,0,,01,,,기타식품판매업,,,0539869980,346007.87214236     ,272628.744833598    ,대구광역시 북구 연경동 1039 ,,2023-01-18 10:55:46
3450000,3450000-114-2021-00003,2021-04-26,영업/정상,,850.00,702-807,41424,빅마트,기타식품판매업,I,자가,0,0,0,,,N,2026-05-06 22:35:24,"대구광역시 북구 구암로65길 50-6, 1층 (구암동)",,,0,영업,01,0,,01,,,기타식품판매업,,,0533251009,341136.754157622    ,272407.519187418    ,대구광역시 북구 구암동 771-4 ,,2023-01-18 10:57:38
3450000,3450000-114-2021-00004,2021-05-03,영업/정상,,930.00,702-130,41409,대백마트연경점,기타식품판매업,U,자가,0,0,0,,,N,2026-06-27 03:03:03,대구광역시 북구 연경지묘로 7 (연경동),,,0,영업,01,0,,01,,,기타식품판매업,,,0532695353,345585.853523823    ,272521.738783257    ,대구광역시 북구 연경동 971 ,,2026-06-26 11:45:01
3450000,3450000-114-2021-00006,2021-09-29,영업/정상,,"1,650.00",702-803,41446,필식자재마트,기타식품판매업,I,자가,0,0,0,,,N,2026-05-06 22:35:24,"대구광역시 북구 구암로 17, 상가동 지하1층 1호 (관음동, 칠곡2차(수정)한양아파트)",,,0,영업,01,0,,01,,,기타식품판매업,,,0537194230,339180.112254152    ,271678.34729922     ,대구광역시 북구 관음동 1370 칠곡2차(수정)한양아파트 ,,2023-01-18 10:59:30
3450000,3450000-114-2022-00001,2022-03-31,영업/정상,,"1,129.97",702-857,41590,대구축산농협축산물프라자침산점,기타식품판매업,I,자가,0,0,0,,,N,2026-05-06 22:35:24,대구광역시 북구 침산남로 88 (침산동),,,0,영업,01,0,,01,,,기타식품판매업,,,0533529904,343058.630106479    ,266558.016546544    ,대구광역시 북구 침산동 430-4 ,,2023-01-18 11:00:58
3450000,3450000-114-2026-00001,2026-07-10,영업/정상,,930.00,702-912,41416,대백마트(학정점),기타식품판매업,I,자가,,,,상수도전용,,N,2026-07-11 22:15:20,"대구광역시 북구 학남로1길 31, 1층 (학정동)",,,,영업,01,0,,01,,,기타식품판매업,,,0533144986,341224.393563337    ,273485.891451374    ,대구광역시 북구 학정동 939-1 ,,2026-07-10 13:49:25
3450000,3450000-114-2004-00001,2004-04-28,폐업,2006-02-07,910.80,702-892,,동아마트,기타식품판매업,I,임대,2,0,13,,,N,2026-05-06 22:35:21,,,,0,폐업,02,0,,03,,,기타식품판매업,,,,343888.62865782     ,270482.992481914    ,대구광역시 북구 서변동 899-1 외 2필지 ,,2005-11-14 00:00:00
3450000,3450000-114-2004-00002,2004-06-18,폐업,2014-03-10,387.30,702-800,41511,참마트,기타식품판매업,I,자가,1,0,2,상수도전용,,N,2026-05-06 22:35:21,대구광역시 북구 검단동로4길 7 (검단동),,,0,폐업,02,0,,03,,,기타식품판매업,,,,346746.841789678    ,269339.791858796    ,대구광역시 북구 검단동 1066-7 ,,2014-01-02 11:13:10
3450000,3450000-114-2004-00003,2004-09-13,폐업,2020-01-09,361.30,702-040,41570,파워마트,기타식품판매업,I,임대,0,3,2,상수도전용,,N,2026-05-06 22:35:21,대구광역시 북구 대현로20길 25 (대현동),,,0,폐업,02,0,,03,,,기타식품판매업,,,,345295.461878823    ,265733.713852916    ,대구광역시 북구 대현동 272-19 ,,2020-01-14 16:23:42
3450000,3450000-114-2004-00004,2004-09-24,폐업,2010-10-25,778.22,702-877,,원시장슈퍼,기타식품판매업,I,임대,2,0,10,,,N,2026-05-06 22:35:21,,,,0,폐업,02,0,,03,,,기타식품판매업,,,,342147.641457636    ,273119.603299587    ,대구광역시 북구 국우동 1111 ,,2007-10-30 15:57:52
3450000,3450000-114-2004-00005,2004-10-06,폐업,2008-03-18,999.78,702-886,,원마트,기타식품판매업,I,임대,2,0,12,,0,N,2026-05-06 22:35:21,,,,0,폐업,02,0,0,03,,,기타식품판매업,,,0533264902,340547.780848207    ,271944.939697366    ,대구광역시 북구 동천동 927 ,,2006-03-24 00:00:00
3450000,3450000-114-2005-00001,2005-02-03,폐업,2005-12-20,739.20,702-866,,OK할인마트,기타식품판매업,I,,0,0,0,상수도전용,,N,2026-05-06 22:35:21,,,,0,폐업,02,0,,03,,,기타식품판매업,,,0533216777,339707.01597482     ,271331.088251183    ,대구광역시 북구 태전동 993 네오시티 지하1층 ,,2005-03-25 00:00:00
3450000,3450000-114-2005-00002,2005-04-01,폐업,2025-04-15,375.44,702-804,41445,퍼펙트마켓,기타식품판매업,I,,0,0,0,,,N,2026-05-06 22:35:21,대구광역시 북구 관음중앙로 43 (관음동),,,0,폐업,02,0,,03,,,기타식품판매업,,,,339264.383440643    ,271927.273018857    ,대구광역시 북구 관음동 605-33 ,,2025-04-15 13:56:19
3450000,3450000-114-2005-00003,2005-07-27,폐업,2022-04-05,575.50,702-812,,대백마트원대점,기타식품판매업,I,,0,0,0,,,N,2026-05-06 22:35:21,대구광역시 북구 팔달로41길 17 (노원동2가),,,0,폐업,02,0,,03,,,기타식품판매업,,,0533549097,341976.957473594    ,266534.345256496    ,대구광역시 북구 노원동2가 343-1 ,,2022-04-22 10:28:18
3450000,3450000-114-2005-00004,2005-07-29,폐업,2008-12-19,"2,728.16",702-803,,홈플러스테스코(주)칠곡아이씨(IC)점,기타식품판매업,I,,0,0,0,,,N,2026-05-06 22:35:21,,,,0,폐업,02,0,,03,,,기타식품판매업,,,,338898.15784325     ,271593.897503132    ,대구광역시 북구 관음동 1369-1 ,,2008-10-15 15:59:36
3450000,3450000-114-2005-00006,2005-09-12,폐업,2009-01-19,667.12,702-260,,퍼펙트마트태전점,기타식품판매업,I,,0,0,0,,,N,2026-05-06 22:35:22,,,,0,폐업,02,0,,03,,,기타식품판매업,,,,339688.93537566     ,269760.141993039    ,"대구광역시 북구 태전동 473-1 ,2 ",,2007-02-14 00:00:00
3450000,3450000-114-2005-00007,2005-09-23,폐업,2007-10-01,387.08,702-847,,(신)대경마트,기타식품판매업,I,,0,0,0,,,N,2026-05-06 22:35:22,,,,0,폐업,02,0,,03,,,기타식품판매업,,,0533260121,340110.157800103    ,273428.028289324    ,대구광역시 북구 읍내동 1236-21 1층 ,,2005-09-23 00:00:00
3450000,3450000-114-2005-00009,2005-10-27,폐업,2017-09-04,712.94,702-881,41412,대백마트동변점,기타식품판매업,I,,0,0,0,,,N,2026-05-06 22:35:22,대구광역시 북구 동변로 88 (동변동),,,0,폐업,02,0,,03,,,기타식품판매업,,,0539543700,344654.240920516    ,270187.609416909    ,대구광역시 북구 동변동 497 ,,2017-09-04 15:15:52
3450000,3450000-114-2005-00010,2005-12-15,폐업,2014-03-05,472.10,702-830,41528,메트로마트복현점,기타식품판매업,I,,0,0,0,,,N,2026-05-06 22:35:22,"대구광역시 북구 복현로 40 (복현동,외2필지)",,,0,폐업,02,0,,03,,,기타식품판매업,,,0539579075,346632.280823784    ,267334.638980708    ,대구광역시 북구 복현동 249-1 외2필지 ,,2010-04-19 14:17:56
3450000,3450000-114-2006-00001,2006-02-07,폐업,2009-02-04,353.80,702-841,,장터마트,기타식품판매업,I,,0,0,0,,,N,2026-05-06 22:35:22,,,,0,폐업,02,0,,03,,,기타식품판매업,,,0539418020,345329.002955419    ,267514.369618881    ,대구광역시 북구 산격동 1264-10 ,,2006-02-07 00:00:00
3450000,3450000-114-2006-00002,2006-02-09,폐업,2012-03-02,990.76,702-892,,대구축산농협하나로마트서변점,기타식품판매업,I,,0,0,0,,,N,2026-05-06 22:35:22,,,,0,폐업,02,0,,03,,,기타식품판매업,,,0539589904,343888.62865782     ,270482.992481914    ,대구광역시 북구 서변동 899-1 ,,2009-12-02 15:38:54
3450000,3450000-114-2007-00001,2007-01-05,폐업,2009-04-07,718.47,702-827,,대백마트복현점,기타식품판매업,I,,,,,,,N,2026-05-06 22:35:22,,,,,폐업,02,0,,03,,,기타식품판매업,,,0533832777,346227.107421286    ,267769.740385075    ,대구광역시 북구 복현동 190-1 태왕아너스상가 지하101.102호 ,,2007-01-05 00:00:00
3450000,3450000-114-2007-00003,2007-03-13,폐업,2007-10-01,790.76,702-863,,원마트,기타식품판매업,I,,,,,,,N,2026-05-06 22:35:22,,,,,폐업,02,0,,03,,,기타식품판매업,,,,339242.177653509    ,270372.402959263    ,대구광역시 북구 태전동 257-6 1층 ,,2007-03-13 00:00:00
3450000,3450000-114-2007-00005,2007-11-15,폐업,2011-01-06,790.76,702-863,,초원할인마트,기타식품판매업,I,,,,,,,N,2026-05-06 22:35:22,,,,,폐업,02,0,,03,,,기타식품판매업,,,,339242.177653509    ,270372.402959263    ,대구광역시 북구 태전동 257-6 ,,2009-12-02 15:47:49
3450000,3450000-114-2007-00006,2007-12-21,폐업,2011-03-14,707.69,702-877,,동아마트(국우점),기타식품판매업,I,,,,,,,N,2026-05-06 22:35:22,,,,,폐업,02,0,,03,,,기타식품판매업,,,,341574.46275529     ,272706.306988309    ,대구광역시 북구 국우동 1099-3 외 1필지 ,,2011-03-14 17:19:22
3450000,3450000-114-2008-00003,2008-03-05,폐업,2008-12-02,578.82,702-210,,원마트(학정점),기타식품판매업,I,,0,0,0,,,N,2026-05-06 22:35:22,,,,0,폐업,02,0,,03,,,기타식품판매업,,,05303265303,341379.745609588    ,273396.782286087    ,"대구광역시 북구 학정동 948-1 , 2, 10, 11 ",,2008-03-28 14:40:19
3450000,3450000-114-2008-00004,2008-03-20,폐업,2018-06-08,703.23,702-886,41427,롯데쇼핑(주)롯데슈퍼동천점,기타식품판매업,I,,0,0,0,,,N,2026-05-06 22:35:22,대구광역시 북구 대천로17길 5 (동천동),,,0,폐업,02,0,,03,,,기타식품판매업,,,0533125602,340547.780848207    ,271944.939697366    ,대구광역시 북구 동천동 927 ,,2018-06-08 14:32:10
3450000,3450000-114-2008-00006,2008-09-17,폐업,2009-11-17,321.94,702-825,,(주)백두상사식자재마트매천점,기타식품판매업,I,,,,,,,N,2026-05-06 22:35:22,,,,,폐업,02,0,,03,,,기타식품판매업,,,0533263841,339021.057530632    ,268252.529033983    ,대구광역시 북구 매천동 476-1 ,,2008-09-17 11:46:51
3450000,3450000-114-1996-00001,1996-10-28,폐업,2005-05-11,,702-803,,법인화성산업(주)델타클럽,기타식품판매업,I,,,,,,,N,2026-05-06 22:35:20,,,,,폐업,02,0,,03,,,기타식품판매업,,,,338898.15784325     ,271593.897503132    ,대구광역시 북구 관음동 1369-1 ,,2002-01-29 00:00:00
3450000,3450000-114-1996-00002,1996-12-27,폐업,2004-01-17,,702-885,,로우마트칠곡점,기타식품판매업,I,,,,,,,N,2026-05-06 22:35:20,,,,,폐업,02,0,,03,,,기타식품판매업,,,,340760.593032031    ,271386.991963222    ,대구광역시 북구 동천동 880-1 칠곡2차영남타운상가 118동 지하1호,,2002-01-29 00:00:00
3450000,3450000-114-1997-00001,1997-01-04,폐업,2004-09-16,,702-050,,북대구농협침산수퍼,기타식품판매업,I,,,,,,,N,2026-05-06 22:35:20,,,,,폐업,02,0,,03,,,기타식품판매업,,,,343570.198756343    ,266880.390365057    ,대구광역시 북구 침산동 333-51 ,,2002-01-29 00:00:00
3450000,3450000-114-1998-00001,1998-03-09,폐업,2010-05-06,885.98,702-832,,대백마트,기타식품판매업,I,,0,0,0,,,N,2026-05-06 22:35:20,,,,0,폐업,02,0,,03,,,기타식품판매업,,,,346206.549416769    ,267011.715272701    ,대구광역시 북구 복현동 462 복현종합상가 가동 1층 ,,2009-12-02 10:56:30
3450000,3450000-114-1999-00002,1999-12-02,폐업,2002-10-24,,702-803,,영남유통칠곡본점,기타식품판매업,I,,,,,,,N,2026-05-06 22:35:20,,,,,폐업,02,0,,03,,,기타식품판매업,,,,339180.112254152    ,271678.34729922     ,대구광역시 북구 관음동 1370 한양2차상가 지하 ,,2002-05-17 00:00:00
3450000,3450000-114-1999-00003,1999-11-10,폐업,2007-02-13,332.08,702-885,,세이브마트,기타식품판매업,I,,0,0,0,,,N,2026-05-06 22:35:20,,,,0,폐업,02,0,,03,,,기타식품판매업,,,,340640.241884371    ,271334.618333416    ,대구광역시 북구 동천동 880-3 칠곡화성타운상가 105동 지하1호,,2003-12-09 00:00:00
