station_id,station_name,avg_local_pressure_hpa,avg_sea_pressure_hpa,avg_temp_c,temp_normal_diff_c,avg_high_temp_c,max_temp_c,max_temp_day,avg_low_temp_c,min_temp_c,min_temp_day,days_max_ge_25c,days_min_lt_0c,avg_surface_min_temp_c,avg_humidity_pct,avg_cloud_tenths,ground_temp_0_5m_c,sunshine_hours,sunshine_pct,precipitation_total_mm,precip_normal_diff_mm,max_daily_precip_mm,max_daily_precip_day,days_precip_ge_0_1mm,days_precip_ge_1mm,days_precip_ge_10mm,days_precip_ge_30mm,total_evaporation_mm,avg_wind_ms,max_wind_ms,max_wind_direction,max_wind_day,days_cloud_lt_2_5,days_cloud_ge_7_5,phenomenon_dust_days,phenomenon_fog_days,phenomenon_storm_days,phenomenon_thunder_days,phenomenon_snow_days,phenomenon_frost_days,phenomenon_ice_days,STRD_YYMM,SIDO_NM,CCG_NM,mapping_method,scope_warning
279,구미,1017.1,1023.4,-1.0,-0.4,4.9,15.0,15,-6.2,-10.2,26,0,31,-8.9,44.0,2.8,,199.7,64.2,0.3,-18.1,0.3,13,1,0,0,0,,1.8,8.1,WNW,10,17,3,0,,0,,,,,202601,경상북도,구미시,지점명-시군구명 유일 직접연결,관측지점 값은 시군구 전체 평균이 아님
281,영천,1010.9,1023.1,-0.5,0.0,5.2,17.2,15,-5.9,-11.8,26,0,31,-8.7,44.0,2.4,,200.4,64.4,0.0,-22.1,0.0,13,0,0,0,0,,2.8,9.0,WNW,22,20,2,0,,0,,,,,202601,경상북도,영천시,지점명-시군구명 유일 직접연결,관측지점 값은 시군구 전체 평균이 아님
283,경주시,1017.3,1022.3,0.0,-0.3,6.2,18.4,15,-5.8,-10.5,12,0,31,-9.6,42.0,2.2,,239.2,76.8,0.0,-32.2,0.0,24,0,0,0,0,,3.6,12.2,W,10,19,2,0,,0,,,,,202601,경상북도,경주시,지점명-시군구명 유일 직접연결,관측지점 값은 시군구 전체 평균이 아님
284,거창,993.5,1022.4,-1.6,-0.3,5.9,17.5,16,-8.4,-12.8,26,0,31,-10.8,52.0,3.1,,233.7,74.9,2.2,-21.5,1.4,10,3,1,0,0,,2.3,10.3,WNW,10,13,3,0,,0,,,,,202601,경상남도,거창군,지점명-시군구명 유일 직접연결,관측지점 값은 시군구 전체 평균이 아님
285,합천,1019.6,1023.1,-0.3,-0.1,7.2,18.6,15,-6.6,-10.7,23,0,31,-10.4,53.0,2.6,,177.9,73.2,0.2,-19.5,0.2,13,1,0,0,0,,0.9,6.3,W,10,17,2,0,,0,,,,,202601,경상남도,합천군,지점명-시군구명 유일 직접연결,관측지점 값은 시군구 전체 평균이 아님
288,밀양,1020.3,1021.4,0.0,-0.5,7.2,18.9,15,-6.4,-10.4,23,0,30,-6.1,45.0,2.4,,235.7,75.5,0.0,-21.2,0.0,24,0,0,0,0,,1.6,9.7,WNW,10,18,3,1,,0,,,,,202601,경상남도,밀양시,지점명-시군구명 유일 직접연결,관측지점 값은 시군구 전체 평균이 아님
289,산청,1006.4,1023.9,0.1,-0.3,6.0,18.4,15,-4.9,-10.7,26,0,30,-6.1,46.0,3.0,,194.7,62.3,0.0,-24.4,0.0,13,0,0,0,0,,3.2,11.5,W,10,14,2,0,,0,,,,,202601,경상남도,산청군,지점명-시군구명 유일 직접연결,관측지점 값은 시군구 전체 평균이 아님
294,거제,1017.3,1022.9,2.5,-0.1,6.8,16.8,15,-1.8,-5.6,22,0,24,-6.1,46.0,2.4,,205.5,65.5,1.2,-39.2,1.2,15,1,1,0,0,,1.8,6.3,NNW,21,12,1,0,,0,,,,,202601,경상남도,거제시,지점명-시군구명 유일 직접연결,관측지점 값은 시군구 전체 평균이 아님
295,남해,1017.3,1023.1,2.1,-0.1,7.2,17.4,15,-2.5,-7.0,22,0,24,-8.0,48.0,2.4,,218.1,69.4,0.0,-33.6,0.0,15,0,0,0,0,,2.0,8.8,WNW,10,18,0,0,,0,,,,,202601,경상남도,남해군,지점명-시군구명 유일 직접연결,관측지점 값은 시군구 전체 평균이 아님
90,속초,1017.1,1019.3,4.6,2.7,9.0,18.6,21,-0.5,-10.9,8,0,13,-5.3,43.0,3.1,,189.7,62.9,16.9,-29.0,14.0,16,4,2,1,0,,2.8,10.8,WSW,22,14,3,1,,0,,,,,202602,강원특별자치도,속초시,지점명-시군구명 유일 직접연결,관측지점 값은 시군구 전체 평균이 아님
93,북춘천,1010.4,1022.6,-0.3,,7.0,17.2,21,-7.0,-16.6,8,0,27,-8.9,63.0,3.4,-0.1,211.6,70.0,2.8,,2.2,2,3,1,0,0,,1.2,9.8,SW,22,13,2,0,,0,,,,,202602,강원특별자치도,춘천시,지점명-시군구명 유일 직접연결,관측지점 값은 시군구 전체 평균이 아님
95,철원,1003.3,1023.0,-0.3,2.0,6.1,16.8,21,-7.1,-17.7,8,0,27,-10.0,64.0,3.9,,191.6,63.5,4.0,-22.3,1.8,2,5,2,0,0,,1.2,6.5,WNW,22,9,4,2,,0,,,,,202602,강원특별자치도,철원군,지점명-시군구명 유일 직접연결,관측지점 값은 시군구 전체 평균이 아님
98,동두천,1007.9,1022.5,1.0,1.8,7.8,17.9,21,-4.9,-14.1,8,0,24,-9.5,55.0,3.5,,188.5,62.4,3.4,-22.6,1.7,2,4,1,0,0,,1.3,8.3,WNW,22,12,2,3,,0,,,,,202602,경기도,동두천시,지점명-시군구명 유일 직접연결,관측지점 값은 시군구 전체 평균이 아님
99,파주,1019.3,1023.2,-0.2,1.1,6.7,17.2,21,-6.9,-17.3,8,0,25,-9.5,62.0,3.5,,188.6,62.4,2.0,-25.9,1.3,10,3,1,0,0,,1.3,6.8,WSW,21,13,2,3,,0,,,,,202602,경기도,파주시,지점명-시군구명 유일 직접연결,관측지점 값은 시군구 전체 평균이 아님
100,대관령,927.3,1021.2,-2.3,2.3,2.9,13.4,21,-7.7,-18.9,8,0,27,-11.0,65.0,3.8,,196.2,64.8,5.3,-43.9,1.8,16,6,2,0,0,,4.0,15.8,W,22,10,5,3,,1,,,,,202602,강원특별자치도,평창군,공식 지점명 기반 수동 위치연결,관측지점 값은 시군구 전체 평균이 아님
101,춘천,1011.8,1021.4,0.5,1.5,7.8,17.8,21,-6.2,-16.2,8,0,26,-11.6,61.0,,0.5,188.0,62.2,2.4,-25.2,2.1,2,2,1,0,0,,1.5,7.9,SW,22,13,1,1,,0,,,,,202602,강원특별자치도,춘천시,지점명-시군구명 유일 직접연결,관측지점 값은 시군구 전체 평균이 아님
102,백령도,1016.5,1021.1,2.0,2.0,5.2,11.5,28,-1.0,-9.6,6,0,14,-4.6,66.0,4.0,,192.2,63.6,1.6,-15.8,1.2,10,3,1,0,0,,3.8,11.5,NNW,8,9,3,1,3.0,0,0.0,3.0,6.0,17.0,202602,인천광역시,옹진군,공식 지점명 기반 수동 위치연결,관측지점 값은 시군구 전체 평균이 아님
104,북강릉,1008.8,1018.2,4.2,,9.6,19.6,21,-1.4,-12.2,8,0,17,-6.5,48.0,3.4,2.0,184.0,63.0,25.8,,24.9,16,2,1,1,0,,2.2,10.7,WSW,22,12,2,2,0.0,0,0.0,4.0,5.0,20.0,202602,강원특별자치도,강릉시,지점명-시군구명 유일 직접연결,관측지점 값은 시군구 전체 평균이 아님
105,강릉,1016.2,1019.6,5.4,2.7,10.5,21.3,21,1.0,-10.1,8,0,11,-4.4,44.0,,3.1,187.5,62.0,23.1,-24.9,22.1,16,3,1,1,0,,2.8,10.1,SW,22,11,4,2,,0,,,,,202602,강원특별자치도,강릉시,지점명-시군구명 유일 직접연결,관측지점 값은 시군구 전체 평균이 아님
106,동해,1014.7,1019.8,5.0,2.2,10.2,20.1,21,0.1,-9.5,8,0,12,-6.5,44.0,3.7,,183.0,60.5,20.6,-23.4,19.6,16,3,1,1,0,,2.7,12.9,WSW,22,12,5,3,,0,,,,,202602,강원특별자치도,동해시,지점명-시군구명 유일 직접연결,관측지점 값은 시군구 전체 평균이 아님
114,원주,1003.5,1022.4,1.2,1.5,7.5,17.6,21,-4.4,-13.0,8,0,25,-11.4,59.0,3.8,,189.5,62.5,4.1,-24.4,2.7,2,3,2,0,0,,1.3,7.3,SW,22,11,2,2,,0,,,,,202602,강원특별자치도,원주시,지점명-시군구명 유일 직접연결,관측지점 값은 시군구 전체 평균이 아님
115,울릉도,991.9,1019.1,4.7,2.2,7.7,14.3,21,1.9,-5.6,8,0,10,-3.5,66.0,4.9,4.8,121.5,40.1,57.3,-34.0,22.8,7,6,6,2,0,,4.2,13.8,NE,6,5,6,3,0.0,0,0.0,7.0,0.0,11.0,202602,경상북도,울릉군,공식 지점명 기반 수동 위치연결,관측지점 값은 시군구 전체 평균이 아님
121,영월,992.4,1022.5,0.2,1.0,7.9,17.9,21,-6.3,-15.1,8,0,27,-10.2,61.0,3.7,,189.9,62.6,6.9,-21.3,4.7,24,3,2,0,0,,1.5,9.7,W,22,9,2,1,,0,,,,,202602,강원특별자치도,영월군,지점명-시군구명 유일 직접연결,관측지점 값은 시군구 전체 평균이 아님
127,충주,1007.4,1021.9,0.9,1.4,7.8,18.6,21,-5.5,-13.2,9,0,26,-7.9,60.0,3.4,,194.3,64.0,7.6,-21.8,4.4,24,3,2,0,0,,1.4,7.2,WSW,22,11,2,1,,0,,,,,202602,충청북도,충주시,지점명-시군구명 유일 직접연결,관측지점 값은 시군구 전체 평균이 아님
129,서산,1019.4,1022.6,1.5,1.4,7.3,16.2,28,-4.3,-11.5,7,0,24,-8.7,67.0,,3.1,194.6,64.1,1.7,-29.4,0.8,2,4,0,0,0,,2.1,10.0,WNW,22,9,1,2,,0,,,,,202602,충청남도,서산시,지점명-시군구명 유일 직접연결,관측지점 값은 시군구 전체 평균이 아님
130,울진,1013.7,1019.7,5.2,2.2,10.8,21.6,22,0.1,-10.0,8,0,14,-3.3,46.0,3.8,,184.0,60.6,15.1,-21.8,10.8,16,2,2,1,0,,2.8,12.4,W,22,12,7,4,,0,,,,,202602,경상북도,울진군,지점명-시군구명 유일 직접연결,관측지점 값은 시군구 전체 평균이 아님
135,추풍령,991.6,1022.1,1.5,1.0,7.5,18.2,21,-4.0,-12.0,8,0,25,-7.3,55.0,3.9,,191.7,62.9,9.4,-24.8,7.5,24,4,2,0,0,,2.9,11.1,W,22,9,4,3,,0,,,,,202602,충청북도,영동군,공식 지점명 기반 수동 위치연결,관측지점 값은 시군구 전체 평균이 아님
136,안동,1004.9,1022.6,2.0,1.2,8.9,18.7,22,-4.5,-13.0,9,0,25,-7.4,50.0,3.6,,212.0,69.7,5.4,-19.5,5.1,24,2,1,0,0,,1.9,9.2,WNW,22,14,3,2,1.0,0,0.0,3.0,15.0,25.0,202602,경상북도,안동시,지점명-시군구명 유일 직접연결,관측지점 값은 시군구 전체 평균이 아님
137,상주,1009.1,1021.2,2.6,1.2,9.0,19.8,21,-2.9,-11.4,8,0,24,-5.1,53.0,3.5,,194.7,64.0,7.9,-25.4,7.1,24,3,1,0,0,,1.9,9.5,W,22,12,4,2,,0,,,,,202602,경상북도,상주시,지점명-시군구명 유일 직접연결,관측지점 값은 시군구 전체 평균이 아님
140,군산,1020.2,1023.7,2.0,0.4,7.7,19.0,21,-2.7,-9.1,8,0,21,-7.5,70.0,3.9,,145.4,67.1,20.2,-15.7,16.3,24,6,2,1,0,,,12.0,WSW,22,10,2,1,,0,,,,,202602,전북특별자치도,군산시,지점명-시군구명 유일 직접연결,관측지점 값은 시군구 전체 평균이 아님
156,광주,1012.7,1021.5,4.1,1.2,10.4,19.8,21,-0.8,-8.3,8,0,16,-6.7,65.0,3.9,,191.3,62.6,24.7,-18.9,15.9,24,6,6,1,0,,1.6,7.1,WSW,22,11,2,2,0.0,0,0.0,5.0,14.0,16.0,202602,경기도,광주시,지점명-시군구명 유일 직접연결,관측지점 값은 시군구 전체 평균이 아님
162,통영,1016.3,1020.2,6.2,1.4,11.5,19.5,22,1.5,-7.0,8,0,9,-2.6,54.0,3.5,,204.1,66.6,38.5,-11.0,31.4,24,3,2,1,1,,2.7,9.4,N,7,14,4,2,,0,,,,,202602,경상남도,통영시,지점명-시군구명 유일 직접연결,관측지점 값은 시군구 전체 평균이 아님
165,목포,1017.0,1022.6,3.7,0.7,7.6,16.0,21,0.1,-5.6,8,0,14,-3.6,77.0,4.9,5.5,172.5,56.3,33.0,-3.8,18.2,24,6,6,1,0,,3.7,12.9,NW,8,6,5,2,6.0,0,0.0,5.0,7.0,16.0,202602,전라남도,목포시,지점명-시군구명 유일 직접연결,관측지점 값은 시군구 전체 평균이 아님
168,여수,1013.1,1021.3,5.6,1.2,10.1,17.0,22,1.7,-7.2,8,0,7,-2.0,54.0,3.4,6.3,206.6,67.4,38.3,-6.3,30.2,24,4,3,1,1,,4.5,14.5,NW,8,14,3,2,0.0,1,0.0,1.0,0.0,10.0,202602,전라남도,여수시,지점명-시군구명 유일 직접연결,관측지점 값은 시군구 전체 평균이 아님
169,흑산도,1013.1,1022.5,5.1,1.3,9.0,15.6,21,2.5,-4.1,8,0,3,1.0,74.0,4.9,,170.6,55.7,19.9,-12.9,12.5,24,6,5,1,0,,6.7,20.8,NNW,8,8,7,2,2.0,8,0.0,4.0,4.0,5.0,202602,전라남도,신안군,공식 지점명 기반 수동 위치연결,관측지점 값은 시군구 전체 평균이 아님
170,완도,1017.8,1022.2,4.9,1.0,10.9,19.6,21,0.2,-6.0,7,0,13,-3.4,67.0,4.1,,169.5,55.2,41.3,-11.3,30.0,24,6,3,1,1,,2.5,7.5,NW,7,9,7,2,,0,,,,,202602,전라남도,완도군,지점명-시군구명 유일 직접연결,관측지점 값은 시군구 전체 평균이 아님
172,고창,1015.7,1022.3,2.3,0.5,8.5,18.2,21,-3.1,-8.4,8,0,24,-6.2,73.0,4.5,,176.4,57.7,21.9,-11.2,10.9,24,7,6,1,0,,2.5,9.8,WNW,22,10,5,2,,0,,,,,202602,전북특별자치도,고창군,지점명-시군구명 유일 직접연결,관측지점 값은 시군구 전체 평균이 아님
174,순천,999.8,1020.4,2.5,,10.0,19.2,22,-3.6,-9.6,8,0,24,-7.5,59.0,3.8,,195.0,63.7,34.2,,27.8,24,6,4,1,0,,2.3,7.8,NW,22,11,4,3,,0,,,,,202602,전라남도,순천시,지점명-시군구명 유일 직접연결,관측지점 값은 시군구 전체 평균이 아님
177,홍성,1018.0,1021.5,2.2,,8.3,18.2,21,-4.0,-10.8,9,0,24,-7.2,65.0,3.8,,201.1,66.2,3.3,,2.8,24,3,1,0,0,,2.1,8.5,SW,22,9,2,2,,0,,,,,202602,충청남도,홍성군,지점명-시군구명 유일 직접연결,관측지점 값은 시군구 전체 평균이 아님
184,제주,1019.1,1021.7,7.9,1.1,11.3,21.0,22,5.1,-1.9,8,0,2,0.7,60.0,5.7,9.0,133.7,43.4,80.3,23.1,54.9,24,10,5,2,1,,3.4,11.5,NW,8,6,10,6,0.0,0,0.0,3.0,1.0,3.0,202602,제주특별자치도,제주시,지점명-시군구명 유일 직접연결,관측지점 값은 시군구 전체 평균이 아님
185,고산,1012.6,1021.4,7.8,1.2,10.9,19.3,22,5.3,-2.1,8,0,2,2.1,68.0,4.9,,144.5,46.9,45.8,-2.0,31.8,24,9,3,1,1,,8.3,26.8,NW,8,8,8,2,,11,,,,,202602,제주특별자치도,제주시,공식 지점명 기반 수동 위치연결,관측지점 값은 시군구 전체 평균이 아님
188,성산,1019.2,1021.7,7.7,1.4,11.6,20.7,22,3.6,-3.5,8,0,6,0.7,64.0,5.0,,152.3,49.5,92.8,9.6,63.7,24,9,6,2,1,,3.4,9.7,W,22,7,10,5,,0,,,,,202602,제주특별자치도,서귀포시,공식 지점명 기반 수동 위치연결,관측지점 값은 시군구 전체 평균이 아님
189,서귀포,1014.7,1021.1,9.4,1.2,13.6,22.5,22,5.8,-2.5,8,0,3,2.0,59.0,4.9,,175.7,57.0,41.3,-36.6,26.6,24,8,4,1,0,,2.2,7.4,NNE,24,10,7,5,0.0,0,0.0,2.0,0.0,4.0,202602,제주특별자치도,서귀포시,지점명-시군구명 유일 직접연결,관측지점 값은 시군구 전체 평균이 아님
192,진주,1017.7,1021.4,3.6,1.0,11.6,21.5,22,-3.5,-10.3,9,0,23,-7.4,55.0,3.6,,210.5,68.9,34.4,-11.2,31.2,24,3,2,1,1,,0.9,5.7,WSW,22,12,5,3,,0,,,,,202602,경상남도,진주시,지점명-시군구명 유일 직접연결,관측지점 값은 시군구 전체 평균이 아님
201,강화,1017.0,1023.0,0.9,1.6,6.1,15.6,21,-4.6,-14.4,7,0,24,-9.3,62.0,3.4,,193.7,64.0,2.2,-20.3,1.3,10,3,1,0,0,,1.8,7.8,SW,21,12,3,3,,0,,,,,202602,인천광역시,강화군,지점명-시군구명 유일 직접연결,관측지점 값은 시군구 전체 평균이 아님
202,양평,1016.6,1022.6,1.6,2.1,8.0,18.0,21,-3.9,-12.1,9,0,25,-7.7,58.0,3.3,,178.5,58.9,2.3,-25.7,2.2,2,2,1,0,0,,1.2,7.4,W,22,11,1,0,,0,,,,,202602,경기도,양평군,지점명-시군구명 유일 직접연결,관측지점 값은 시군구 전체 평균이 아님
203,이천,1012.7,1022.8,1.4,1.7,8.7,18.8,21,-4.9,-14.0,8,0,25,-7.8,62.0,3.6,,179.1,59.1,2.8,-26.8,1.7,2,3,2,0,0,,1.1,6.6,SW,22,11,1,1,,0,,,,,202602,경기도,이천시,지점명-시군구명 유일 직접연결,관측지점 값은 시군구 전체 평균이 아님
211,인제,996.2,1021.6,0.0,1.8,6.3,15.9,21,-6.0,-15.5,8,0,27,-12.0,60.0,3.6,,148.3,49.1,2.8,-20.0,1.7,2,3,2,0,0,,1.6,7.5,SSW,22,11,2,3,,0,,,,,202602,강원특별자치도,인제군,지점명-시군구명 유일 직접연결,관측지점 값은 시군구 전체 평균이 아님
212,홍천,1005.0,1022.7,0.4,2.1,7.7,17.2,21,-5.8,-15.3,8,0,26,-9.1,53.0,3.4,,161.6,53.4,3.8,-22.4,3.1,2,3,1,0,0,,0.9,6.1,W,22,13,1,2,,0,,,,,202602,강원특별자치도,홍천군,지점명-시군구명 유일 직접연결,관측지점 값은 시군구 전체 평균이 아님
216,태백,934.2,1020.8,-0.3,2.2,5.0,14.2,21,-5.5,-16.3,8,0,27,-9.1,53.0,4.1,,143.3,47.2,14.1,-14.7,8.4,24,6,4,0,0,,1.6,6.3,SSW,22,11,5,3,,0,,,,,202602,강원특별자치도,태백시,지점명-시군구명 유일 직접연결,관측지점 값은 시군구 전체 평균이 아님
217,정선군,983.2,1022.2,-0.3,1.0,6.9,16.7,21,-6.6,-15.0,8,0,26,-9.8,58.0,3.5,,169.7,56.0,4.7,-31.0,2.0,24,5,2,0,0,,1.5,8.3,S,22,10,3,1,,0,,,,,202602,강원특별자치도,정선군,지점명-시군구명 유일 직접연결,관측지점 값은 시군구 전체 평균이 아님
221,제천,989.1,1022.3,-0.5,1.4,6.6,16.2,21,-7.4,-16.8,8,0,28,-10.0,65.0,3.8,,196.8,64.9,4.6,-27.6,2.5,24,2,2,0,0,,1.6,9.2,WSW,22,8,2,1,,0,,,,,202602,충청북도,제천시,지점명-시군구명 유일 직접연결,관측지점 값은 시군구 전체 평균이 아님
226,보은,1001.0,1022.6,0.7,1.3,7.8,18.6,21,-6.0,-13.2,9,0,27,-10.9,64.0,3.6,,193.4,63.6,11.7,-21.3,10.0,24,4,2,1,0,,1.2,6.9,WNW,22,13,2,1,,0,,,,,202602,충청북도,보은군,지점명-시군구명 유일 직접연결,관측지점 값은 시군구 전체 평균이 아님
235,보령,1020.6,1021.9,2.8,1.6,8.9,17.4,21,-2.6,-8.9,7,0,21,-6.5,66.0,3.8,,188.3,61.9,8.4,-21.8,6.2,24,4,2,0,0,,2.1,10.2,S,21,9,1,2,,0,,,,,202602,충청남도,보령시,지점명-시군구명 유일 직접연결,관측지점 값은 시군구 전체 평균이 아님
236,부여,1021.1,1022.8,1.8,1.1,9.1,18.6,21,-4.6,-10.0,9,0,26,-7.9,68.0,3.6,,192.6,63.3,12.3,-25.3,8.9,24,4,2,0,0,,1.2,6.3,W,22,10,1,1,,0,,,,,202602,충청남도,부여군,지점명-시군구명 유일 직접연결,관측지점 값은 시군구 전체 평균이 아님
238,금산,1000.7,1022.3,1.7,1.7,8.7,18.9,21,-4.9,-11.3,3,0,26,-8.9,65.0,3.8,,182.2,59.8,10.7,-27.2,7.8,24,4,2,0,0,,1.1,6.2,SSW,22,11,3,2,,0,,,,,202602,충청남도,금산군,지점명-시군구명 유일 직접연결,관측지점 값은 시군구 전체 평균이 아님
239,세종,1010.8,1022.1,2.2,,8.4,17.8,21,-3.5,-10.2,8,0,23,-7.8,62.0,3.5,,176.6,58.1,10.2,,7.1,24,3,2,0,0,,1.4,5.5,WNW,22,14,1,1,,0,,,,,202602,세종특별자치시,세종특별자치시,지점명-시군구명 유일 직접연결,관측지점 값은 시군구 전체 평균이 아님
243,부안,1021.2,1022.7,3.1,1.5,8.6,18.7,21,-1.9,-8.5,8,0,22,-6.1,70.0,4.1,,186.7,63.5,21.0,-15.4,10.0,24,7,6,1,0,,1.4,7.7,SSW,21,10,3,2,,0,,,,,202602,전북특별자치도,부안군,지점명-시군구명 유일 직접연결,관측지점 값은 시군구 전체 평균이 아님
244,임실,991.6,1022.3,1.6,1.9,8.7,18.0,21,-4.8,-10.5,3,0,27,-10.2,69.0,4.0,,191.6,62.8,20.1,-16.8,12.8,24,6,4,1,0,,1.0,6.5,NNW,22,10,4,2,,0,,,,,202602,전북특별자치도,임실군,지점명-시군구명 유일 직접연결,관측지점 값은 시군구 전체 평균이 아님
245,정읍,1014.0,1022.6,2.6,0.9,8.4,18.1,21,-2.4,-9.2,8,0,22,-6.6,70.0,4.4,,183.5,60.1,21.4,-17.6,8.9,24,6,6,0,0,,1.9,8.7,S,21,9,5,3,,0,,,,,202602,전북특별자치도,정읍시,지점명-시군구명 유일 직접연결,관측지점 값은 시군구 전체 평균이 아님
247,남원,1005.4,1022.1,2.3,1.4,9.4,18.1,21,-4.0,-10.1,8,0,25,-6.5,65.0,3.8,,202.2,66.1,17.9,-21.5,12.2,24,5,4,1,0,,1.8,6.9,E,25,10,4,2,,0,,,,,202602,전북특별자치도,남원시,지점명-시군구명 유일 직접연결,관측지점 값은 시군구 전체 평균이 아님
248,장수,972.3,1022.7,0.0,0.8,7.5,15.9,21,-6.4,-14.0,3,0,27,-10.2,67.0,4.1,,184.4,60.4,21.4,-24.1,14.9,24,4,4,1,0,,1.4,7.0,W,18,10,4,3,,0,,,,,202602,전북특별자치도,장수군,지점명-시군구명 유일 직접연결,관측지점 값은 시군구 전체 평균이 아님
251,고창군,1015.0,1022.4,2.4,,8.5,18.2,21,-3.0,-8.7,8,0,24,-5.4,72.0,4.4,,160.6,54.4,25.3,,10.1,24,6,6,1,0,,1.5,7.0,SSW,21,9,5,3,,0,,,,,202602,전북특별자치도,고창군,지점명-시군구명 유일 직접연결,관측지점 값은 시군구 전체 평균이 아님
252,영광군,1018.2,1022.9,2.6,1.1,7.9,17.3,21,-2.5,-6.1,8,0,22,-4.9,72.0,4.6,,177.0,57.9,22.9,-15.5,10.7,24,7,6,1,0,,1.6,7.9,N,6,10,6,2,,0,,,,,202602,전라남도,영광군,지점명-시군구명 유일 직접연결,관측지점 값은 시군구 전체 평균이 아님
253,김해시,1014.5,1021.3,5.7,0.6,12.2,21.6,22,0.4,-8.7,8,0,10,-2.6,47.0,3.7,,83.5,65.3,37.0,-15.1,29.3,24,4,2,1,0,,1.6,6.9,NW,8,12,4,0,,0,,,,,202602,경상남도,김해시,지점명-시군구명 유일 직접연결,관측지점 값은 시군구 전체 평균이 아님
254,순창군,1006.8,1023.0,1.8,0.4,9.0,17.9,21,-4.5,-10.2,9,0,27,-7.9,66.0,3.8,,201.4,65.9,20.3,-26.4,12.8,24,7,4,1,0,,1.7,8.5,NW,22,8,4,2,,0,,,,,202602,전북특별자치도,순창군,지점명-시군구명 유일 직접연결,관측지점 값은 시군구 전체 평균이 아님
257,양산시,1018.7,1019.5,6.1,1.5,12.3,21.6,22,0.5,-6.9,8,0,13,-3.4,53.0,3.7,,174.5,57.1,34.7,-19.9,27.4,24,3,2,1,0,,2.3,7.5,SSW,22,12,4,4,,0,,,,,202602,경상남도,양산시,지점명-시군구명 유일 직접연결,관측지점 값은 시군구 전체 평균이 아님
258,보성군,1022.0,1022.2,4.3,,11.1,19.7,22,-2.0,-7.4,8,0,21,-4.9,63.0,3.8,,200.0,65.3,38.7,,30.8,24,6,4,1,1,,3.1,10.6,NNW,8,10,5,2,,0,,,,,202602,전라남도,보성군,지점명-시군구명 유일 직접연결,관측지점 값은 시군구 전체 평균이 아님
259,강진군,1020.2,1022.2,3.7,0.8,10.4,17.3,22,-1.9,-6.5,9,0,18,-5.3,72.0,4.0,,164.5,53.7,40.8,-3.9,28.4,24,6,6,1,0,,1.6,6.8,WNW,2,9,4,3,,0,,,,,202602,전라남도,강진군,지점명-시군구명 유일 직접연결,관측지점 값은 시군구 전체 평균이 아님
260,장흥,1016.6,1022.2,3.4,0.8,10.5,17.9,21,-3.2,-8.6,3,0,22,-7.7,69.0,4.0,,185.6,60.5,39.3,-3.1,28.2,24,6,5,1,0,,2.0,9.6,W,7,9,5,2,,0,,,,,202602,전라남도,장흥군,지점명-시군구명 유일 직접연결,관측지점 값은 시군구 전체 평균이 아님
261,해남,1020.7,1022.8,3.2,0.5,9.5,17.2,21,-3.1,-8.0,2,0,22,-6.4,75.0,4.6,,163.9,53.4,41.9,2.6,28.7,24,6,5,1,0,,2.3,8.3,WNW,6,7,8,2,,0,,,,,202602,전라남도,해남군,지점명-시군구명 유일 직접연결,관측지점 값은 시군구 전체 평균이 아님
262,고흥,1015.1,1021.6,4.2,1.0,11.2,18.7,22,-2.2,-7.7,2,0,21,-5.2,64.0,3.7,,185.5,60.5,43.5,-3.0,35.0,24,5,3,1,1,,2.3,10.4,NW,8,9,5,3,,0,,,,,202602,전라남도,고흥군,지점명-시군구명 유일 직접연결,관측지점 값은 시군구 전체 평균이 아님
263,의령군,1018.8,1020.6,2.6,0.3,11.0,20.8,22,-4.8,-12.1,9,0,24,-6.1,49.0,3.6,,205.9,67.4,31.0,-3.7,27.5,24,2,2,1,0,,2.0,8.8,W,22,12,5,4,,0,,,,,202602,경상남도,의령군,지점명-시군구명 유일 직접연결,관측지점 값은 시군구 전체 평균이 아님
264,함양군,1002.7,1021.7,2.7,0.9,10.1,19.0,22,-4.0,-8.6,8,0,26,-5.6,54.0,3.8,,190.1,62.3,24.2,-6.3,18.7,24,3,3,1,0,,2.1,7.9,WNW,22,11,5,3,,0,,,,,202602,경상남도,함양군,지점명-시군구명 유일 직접연결,관측지점 값은 시군구 전체 평균이 아님
266,광양시,1010.6,1021.5,5.5,,12.0,20.6,22,0.5,-8.0,8,0,11,-0.1,56.0,3.4,,198.3,64.8,34.6,,30.8,24,4,2,1,1,,2.2,7.6,WNW,22,13,4,2,,0,,,,,202602,전라남도,광양시,지점명-시군구명 유일 직접연결,관측지점 값은 시군구 전체 평균이 아님
268,진도군,1020.2,1021.4,3.7,0.4,8.7,15.8,21,-1.2,-5.3,8,0,18,-1.3,75.0,4.6,,161.7,52.7,40.6,-5.8,24.6,24,6,6,1,0,,2.6,9.2,NNW,6,8,6,2,,0,,,,,202602,전라남도,진도군,지점명-시군구명 유일 직접연결,관측지점 값은 시군구 전체 평균이 아님
271,봉화,981.5,1022.0,-0.7,0.9,7.1,15.3,21,-7.7,-14.1,8,0,28,-9.7,59.0,3.5,,186.4,61.4,11.2,-14.7,9.6,24,3,2,0,0,,1.4,6.8,WNW,9,14,4,2,,0,,,,,202602,경상북도,봉화군,지점명-시군구명 유일 직접연결,관측지점 값은 시군구 전체 평균이 아님
