SIDO_NM,CCG_NM,TP_BUZ_NO,연결업종,closure_rate_6m_pct,opening_rate_6m_pct,amt_growth_pct_m,cnt_growth_pct_m,closure_mechanism_candidate,business_health_score,business_health_grade,trend_type,fastest_growing_age,support_priority,recommended_support
인천광역시,강화군,8301,제과점,10.344827586206897,3.4482758620689653,-0.3491829029976729,0.7217789560900422,관측변수로 미설명,20.0,위축·즉시점검,빈도증가·매출압력,60대 이상,3_원인조사,폐업자 설문+임대·원가·인건비 추가수집
충청남도,계룡시,8301,제과점,10.0,5.0,-0.6363217774920417,1.7348505187085643,관측변수로 미설명,40.0,관찰·선별개선,빈도증가·매출압력,60대 이상,3_원인조사,폐업자 설문+임대·원가·인건비 추가수집
부산광역시,연제구,8301,제과점,9.859154929577464,4.225352112676056,2.1693768265234668,4.57779808246392,관측변수로 미설명,80.0,구조적 강세,가성비·빈도성장,60대 이상,3_원인조사,폐업자 설문+임대·원가·인건비 추가수집
경기도,수원시 권선구,8005,중국음식,7.874015748031496,2.3622047244094486,-0.1457529867036726,1.006306966940681,관측변수로 미설명,40.0,관찰·선별개선,빈도증가·매출압력,60대 이상,3_원인조사,폐업자 설문+임대·원가·인건비 추가수집
경기도,성남시 수정구,8005,중국음식,7.633587786259542,4.580152671755725,0.4496369051489744,1.9057705901641475,관측변수로 미설명,60.0,건전성장,가성비·빈도성장,60대 이상,3_원인조사,폐업자 설문+임대·원가·인건비 추가수집
부산광역시,기장군,8005,중국음식,7.317073170731707,1.2195121951219512,1.7308289533211192,3.081574373339934,관측변수로 미설명,40.0,관찰·선별개선,가성비·빈도성장,30대,3_원인조사,폐업자 설문+임대·원가·인건비 추가수집
광주광역시,동구,8005,중국음식,7.246376811594203,4.3478260869565215,0.3323890082853009,2.757536551548078,관측변수로 미설명,40.0,관찰·선별개선,가성비·빈도성장,60대 이상,3_원인조사,폐업자 설문+임대·원가·인건비 추가수집
부산광역시,해운대구,8005,중국음식,7.092198581560284,2.8368794326241136,1.1270342369126232,2.921294468686252,관측변수로 미설명,40.0,관찰·선별개선,가성비·빈도성장,60대 이상,3_원인조사,폐업자 설문+임대·원가·인건비 추가수집
인천광역시,강화군,8005,중국음식,6.666666666666667,4.444444444444445,2.930065142556368,1.585666863554986,관측변수로 미설명,80.0,구조적 강세,수요·객단가 동반성장,60대 이상,3_원인조사,폐업자 설문+임대·원가·인건비 추가수집
서울특별시,은평구,8005,중국음식,6.1946902654867255,3.5398230088495577,-0.5626336708162151,0.5489724896592784,관측변수로 미설명,40.0,관찰·선별개선,빈도증가·매출압력,60대 이상,3_원인조사,폐업자 설문+임대·원가·인건비 추가수집
충청북도,청주시 상당구,8005,중국음식,6.172839506172839,3.7037037037037033,0.0369412835379763,1.4007033682078869,관측변수로 미설명,40.0,관찰·선별개선,빈도증가·매출압력,60대 이상,3_원인조사,폐업자 설문+임대·원가·인건비 추가수집
울산광역시,울주군,8005,중국음식,5.737704918032787,3.278688524590164,2.0399035126438423,2.6947296187603156,관측변수로 미설명,60.0,건전성장,가성비·빈도성장,50대,3_원인조사,폐업자 설문+임대·원가·인건비 추가수집
충청북도,옥천군,8005,중국음식,5.714285714285714,0.0,2.4498536320168007,2.1590101620132427,관측변수로 미설명,60.0,건전성장,수요·객단가 동반성장,50대,3_원인조사,폐업자 설문+임대·원가·인건비 추가수집
강원특별자치도,횡성군,8005,중국음식,5.263157894736842,2.631578947368421,-0.0020029462400873,1.860166591507592,관측변수로 미설명,40.0,관찰·선별개선,빈도증가·매출압력,60대 이상,3_원인조사,폐업자 설문+임대·원가·인건비 추가수집
경기도,의왕시,8005,중국음식,5.128205128205128,2.564102564102564,-0.802186699527331,0.1503240844949794,관측변수로 미설명,20.0,위축·즉시점검,빈도증가·매출압력,60대 이상,3_원인조사,폐업자 설문+임대·원가·인건비 추가수집
경기도,광명시,8005,중국음식,5.063291139240507,3.79746835443038,-0.3292486591895632,0.0410983705756903,관측변수로 미설명,20.0,위축·즉시점검,빈도증가·매출압력,60대 이상,3_원인조사,폐업자 설문+임대·원가·인건비 추가수집
전라남도,신안군,8005,중국음식,5.0,0.0,6.041845478083248,5.923511685118754,관측변수로 미설명,100.0,구조적 강세,가성비·빈도성장,30대,3_원인조사,폐업자 설문+임대·원가·인건비 추가수집
대전광역시,중구,8005,중국음식,4.854368932038835,2.912621359223301,2.456872916553087,2.268389344484577,관측변수로 미설명,80.0,구조적 강세,가성비·빈도성장,20대,3_원인조사,폐업자 설문+임대·원가·인건비 추가수집
