"행정구역","2026년01월_계_총인구수","2026년01월_계_연령구간인구수","2026년01월_계_0~9세","2026년01월_계_10~19세","2026년01월_계_20~29세","2026년01월_계_30~39세","2026년01월_계_40~49세","2026년01월_계_50~59세","2026년01월_계_60~69세","2026년01월_계_70~79세","2026년01월_계_80~89세","2026년01월_계_90~99세","2026년01월_계_100세 이상","2026년02월_계_총인구수","2026년02월_계_연령구간인구수","2026년02월_계_0~9세","2026년02월_계_10~19세","2026년02월_계_20~29세","2026년02월_계_30~39세","2026년02월_계_40~49세","2026년02월_계_50~59세","2026년02월_계_60~69세","2026년02월_계_70~79세","2026년02월_계_80~89세","2026년02월_계_90~99세","2026년02월_계_100세 이상","2026년03월_계_총인구수","2026년03월_계_연령구간인구수","2026년03월_계_0~9세","2026년03월_계_10~19세","2026년03월_계_20~29세","2026년03월_계_30~39세","2026년03월_계_40~49세","2026년03월_계_50~59세","2026년03월_계_60~69세","2026년03월_계_70~79세","2026년03월_계_80~89세","2026년03월_계_90~99세","2026년03월_계_100세 이상","2026년04월_계_총인구수","2026년04월_계_연령구간인구수","2026년04월_계_0~9세","2026년04월_계_10~19세","2026년04월_계_20~29세","2026년04월_계_30~39세","2026년04월_계_40~49세","2026년04월_계_50~59세","2026년04월_계_60~69세","2026년04월_계_70~79세","2026년04월_계_80~89세","2026년04월_계_90~99세","2026년04월_계_100세 이상","2026년05월_계_총인구수","2026년05월_계_연령구간인구수","2026년05월_계_0~9세","2026년05월_계_10~19세","2026년05월_계_20~29세","2026년05월_계_30~39세","2026년05월_계_40~49세","2026년05월_계_50~59세","2026년05월_계_60~69세","2026년05월_계_70~79세","2026년05월_계_80~89세","2026년05월_계_90~99세","2026년05월_계_100세 이상","2026년06월_계_총인구수","2026년06월_계_연령구간인구수","2026년06월_계_0~9세","2026년06월_계_10~19세","2026년06월_계_20~29세","2026년06월_계_30~39세","2026년06월_계_40~49세","2026년06월_계_50~59세","2026년06월_계_60~69세","2026년06월_계_70~79세","2026년06월_계_80~89세","2026년06월_계_90~99세","2026년06월_계_100세 이상"
"전라남도 광양시 (4623000000)","155,497","155,497","10,777","15,881","15,966","20,035","22,490","29,790","23,669","10,822","5,002","1,042","23","155,672","155,672","10,755","15,904","15,895","20,076","22,491","29,788","23,805","10,882","4,993","1,060","23","155,699","155,699","10,732","15,896","15,810","20,153","22,408","29,626","24,038","10,948","4,975","1,092","21","155,815","155,815","10,733","15,894","15,732","20,212","22,396","29,557","24,198","11,006","4,962","1,103","22","155,909","155,909","10,729","15,883","15,619","20,279","22,376","29,487","24,349","11,084","4,963","1,119","21","155,975","155,975","10,708","15,878","15,542","20,317","22,400","29,435","24,445","11,149","4,957","1,123","21"
"전라남도 담양군 (4671000000)","44,140","44,140","1,639","2,838","3,184","3,169","4,331","7,527","9,796","6,560","4,288","788","20","44,108","44,108","1,627","2,826","3,158","3,150","4,340","7,504","9,827","6,582","4,279","794","21","44,101","44,101","1,630","2,809","3,098","3,185","4,303","7,484","9,879","6,626","4,264","799","24","44,159","44,159","1,629","2,802","3,090","3,187","4,302","7,477","9,913","6,649","4,266","818","26","44,112","44,112","1,621","2,794","3,065","3,175","4,303","7,444","9,933","6,641","4,289","822","25","44,031","44,031","1,624","2,780","3,051","3,161","4,287","7,411","9,930","6,652","4,282","829","24"
"전라남도 곡성군 (4672000000)","27,426","27,426","750","1,587","1,848","1,753","2,419","4,661","6,207","4,289","3,114","776","22","27,499","27,499","761","1,585","1,826","1,775","2,422","4,683","6,240","4,308","3,094","781","24","27,582","27,582","758","1,599","1,819","1,794","2,414","4,657","6,303","4,324","3,097","789","28","27,644","27,644","758","1,612","1,820","1,805","2,400","4,657","6,358","4,329","3,078","797","30","27,643","27,643","759","1,603","1,810","1,814","2,376","4,658","6,378","4,338","3,073","804","30","27,657","27,657","756","1,597","1,798","1,811","2,375","4,654","6,406","4,341","3,085","803","31"
"전라남도 구례군 (4673000000)","23,866","23,866","706","1,528","1,504","1,267","2,169","4,107","5,442","3,832","2,780","520","11","23,904","23,904","719","1,523","1,494","1,254","2,185","4,121","5,463","3,831","2,767","534","13","23,941","23,941","714","1,525","1,501","1,259","2,162","4,122","5,491","3,838","2,764","552","13","23,955","23,955","700","1,525","1,490","1,259","2,160","4,114","5,529","3,848","2,763","555","12","23,995","23,995","698","1,519","1,495","1,261","2,173","4,107","5,555","3,848","2,763","564","12","24,337","24,337","691","1,528","1,545","1,292","2,212","4,191","5,683","3,847","2,770","566","12"
"전라남도 고흥군 (4677000000)","59,394","59,394","1,795","3,105","3,066","3,059","4,935","9,023","13,441","11,413","7,817","1,697","43","59,317","59,317","1,788","3,089","3,045","3,037","4,931","8,987","13,474","11,428","7,778","1,716","44","59,194","59,194","1,785","3,067","2,975","3,053","4,914","8,914","13,510","11,451","7,736","1,744","45","59,128","59,128","1,764","3,061","2,952","3,057","4,903","8,888","13,526","11,463","7,695","1,770","49","59,047","59,047","1,748","3,056","2,917","3,051","4,890","8,876","13,485","11,472","7,714","1,787","51","58,976","58,976","1,734","3,047","2,905","3,070","4,866","8,842","13,488","11,479","7,698","1,796","51"
"전라남도 보성군 (4678000000)","36,956","36,956","1,115","2,197","2,183","1,990","3,178","5,789","8,142","6,553","4,753","1,036","20","36,819","36,819","1,103","2,142","2,174","1,958","3,163","5,758","8,164","6,566","4,719","1,053","19","36,729","36,729","1,084","2,134","2,134","1,954","3,128","5,735","8,177","6,590","4,712","1,062","19","36,683","36,683","1,078","2,126","2,128","1,946","3,131","5,697","8,197","6,610","4,679","1,072","19","36,691","36,691","1,088","2,110","2,120","1,945","3,117","5,679","8,229","6,618","4,685","1,080","20","37,559","37,559","1,133","2,174","2,232","2,035","3,218","5,873","8,420","6,686","4,695","1,073","20"
"전라남도 화순군 (4679000000)","60,205","60,205","2,434","4,712","5,561","4,776","6,303","10,867","11,880","7,454","5,254","942","22","60,160","60,160","2,439","4,683","5,512","4,759","6,302","10,840","11,934","7,483","5,219","966","23","60,126","60,126","2,438","4,656","5,451","4,801","6,268","10,778","11,970","7,542","5,227","971","24","60,075","60,075","2,427","4,628","5,421","4,816","6,245","10,747","12,018","7,564","5,197","987","25","60,008","60,008","2,427","4,599","5,379","4,829","6,217","10,707","12,054","7,589","5,178","1,004","25","59,909","59,909","2,418","4,566","5,346","4,840","6,193","10,655","12,089","7,581","5,183","1,015","23"
"전라남도 장흥군 (4680000000)","34,141","34,141","1,253","2,288","2,280","2,213","3,269","5,547","7,209","5,386","3,840","844","12","34,102","34,102","1,250","2,259","2,254","2,212","3,278","5,539","7,207","5,411","3,821","857","14","34,076","34,076","1,244","2,257","2,232","2,207","3,277","5,495","7,250","5,438","3,798","863","15","34,050","34,050","1,244","2,251","2,219","2,220","3,268","5,472","7,266","5,444","3,776","876","14","34,006","34,006","1,235","2,251","2,205","2,217","3,267","5,440","7,270","5,431","3,785","892","13","33,952","33,952","1,231","2,246","2,181","2,206","3,261","5,419","7,280","5,438","3,785","892","13"
"전라남도 강진군 (4681000000)","31,804","31,804","1,376","2,088","2,135","2,136","2,956","4,933","6,831","5,008","3,617","707","17","31,759","31,759","1,377","2,085","2,118","2,105","2,979","4,929","6,813","5,009","3,612","716","16","31,776","31,776","1,382","2,075","2,111","2,123","2,970","4,885","6,861","5,032","3,596","723","18","31,787","31,787","1,386","2,066","2,096","2,156","2,956","4,867","6,896","5,028","3,587","731","18","31,746","31,746","1,376","2,062","2,067","2,164","2,944","4,852","6,898","5,042","3,595","727","19","31,666","31,666","1,372","2,042","2,069","2,136","2,941","4,840","6,894","5,045","3,575","732","20"
"전라남도 해남군 (4682000000)","62,171","62,171","2,447","4,344","4,174","3,943","6,277","10,294","13,374","9,729","6,483","1,083","23","62,147","62,147","2,437","4,314","4,164","3,927","6,282","10,267","13,406","9,755","6,464","1,108","23","62,114","62,114","2,428","4,289","4,143","3,966","6,266","10,219","13,432","9,786","6,437","1,122","26","62,136","62,136","2,428","4,271","4,131","3,982","6,248","10,227","13,456","9,807","6,410","1,150","26","62,086","62,086","2,408","4,256","4,118","3,962","6,231","10,201","13,482","9,827","6,417","1,158","26","62,027","62,027","2,412","4,249","4,091","3,968","6,233","10,177","13,451","9,851","6,409","1,159","27"
"전라남도 영암군 (4683000000)","50,051","50,051","2,015","3,805","3,972","3,675","6,203","9,124","9,848","6,322","4,224","842","21","50,058","50,058","1,998","3,788","3,935","3,687","6,191","9,139","9,897","6,358","4,201","844","20","50,039","50,039","1,973","3,781","3,952","3,693","6,151","9,090","9,948","6,372","4,198","859","22","50,066","50,066","1,962","3,778","3,932","3,713","6,151","9,075","9,979","6,392","4,187","874","23","50,069","50,069","1,955","3,763","3,901","3,717","6,139","9,096","9,989","6,408","4,198","880","23","50,076","50,076","1,945","3,760","3,929","3,692","6,145","9,088","9,991","6,422","4,209","872","23"
"전라남도 무안군 (4684000000)","95,710","95,710","7,294","10,976","9,292","11,345","15,182","14,352","13,188","8,462","4,784","814","21","95,696","95,696","7,281","10,980","9,228","11,310","15,183","14,343","13,251","8,489","4,782","827","22","95,732","95,732","7,268","10,982","9,208","11,338","15,159","14,312","13,290","8,524","4,788","842","21","95,809","95,809","7,251","10,996","9,239","11,362","15,150","14,319","13,308","8,522","4,793","848","21","95,807","95,807","7,235","11,021","9,193","11,380","15,147","14,313","13,312","8,522","4,808","854","22","95,659","95,659","7,235","11,004","9,131","11,356","15,102","14,304","13,313","8,546","4,797","849","22"
"전라남도 함평군 (4686000000)","29,394","29,394","900","1,700","1,810","1,761","2,602","4,895","6,528","4,889","3,612","679","18","29,325","29,325","902","1,687","1,784","1,756","2,606","4,870","6,521","4,901","3,587","692","19","29,320","29,320","909","1,679","1,770","1,777","2,592","4,829","6,560","4,909","3,572","704","19","29,387","29,387","905","1,689","1,777","1,780","2,599","4,821","6,618","4,905","3,561","714","18","29,490","29,490","904","1,689","1,774","1,818","2,604","4,845","6,635","4,919","3,568","716","18","29,601","29,601","908","1,694","1,799","1,846","2,620","4,847","6,661","4,924","3,572","713","17"
"전라남도 영광군 (4687000000)","53,713","53,713","3,306","3,900","4,519","5,053","6,023","8,669","9,714","7,140","4,589","780","20","53,807","53,807","3,311","3,906","4,522","5,043","6,044","8,694","9,730","7,157","4,585","796","19","53,957","53,957","3,327","3,950","4,504","5,085","6,048","8,676","9,774","7,202","4,571","801","19","53,969","53,969","3,337","3,946","4,501","5,088","6,029","8,647","9,825","7,208","4,566","802","20","53,933","53,933","3,338","3,924","4,454","5,116","5,998","8,637","9,865","7,210","4,563","808","20","53,902","53,902","3,328","3,916","4,427","5,130","6,000","8,619","9,891","7,195","4,572","804","20"
"전라남도 장성군 (4688000000)","42,975","42,975","1,856","3,047","3,405","3,394","4,566","7,326","8,632","6,032","3,946","752","19","43,001","43,001","1,881","3,042","3,394","3,396","4,562","7,298","8,655","6,062","3,925","767","19","42,984","42,984","1,876","3,037","3,323","3,425","4,533","7,286","8,691","6,094","3,926","774","19","42,990","42,990","1,865","3,027","3,314","3,431","4,517","7,263","8,729","6,116","3,923","787","18","43,009","43,009","1,881","3,009","3,287","3,446","4,524","7,234","8,758","6,127","3,931","796","16","43,095","43,095","1,871","3,016","3,321","3,459","4,514","7,254","8,752","6,161","3,927","803","17"
"전라남도 완도군 (4689000000)","44,535","44,535","1,948","3,191","2,739","2,753","5,066","7,138","9,054","6,987","4,880","763","16","44,416","44,416","1,927","3,165","2,707","2,715","5,083","7,126","9,046","6,994","4,869","768","16","44,339","44,339","1,919","3,157","2,671","2,720","5,061","7,062","9,070","7,054","4,829","780","16","44,277","44,277","1,905","3,148","2,654","2,723","5,054","7,030","9,074","7,062","4,813","797","17","44,238","44,238","1,899","3,143","2,635","2,715","5,051","7,011","9,054","7,074","4,814","824","18","44,175","44,175","1,876","3,141","2,631","2,709","5,041","6,998","9,033","7,086","4,811","830","19"
"전라남도 진도군 (4690000000)","27,925","27,925","1,094","1,922","1,913","1,784","2,765","4,540","5,905","4,257","3,199","535","11","27,922","27,922","1,086","1,920","1,907","1,774","2,781","4,531","5,913","4,254","3,187","558","11","27,922","27,922","1,084","1,929","1,886","1,766","2,781","4,505","5,934","4,276","3,178","572","11","27,922","27,922","1,078","1,935","1,855","1,771","2,782","4,492","5,963","4,293","3,166","575","12","27,884","27,884","1,070","1,922","1,840","1,776","2,771","4,466","5,967","4,324","3,150","586","12","27,882","27,882","1,062","1,920","1,832","1,777","2,769","4,467","5,984","4,321","3,159","580","11"
"전라남도 신안군 (4691000000)","41,850","41,850","1,383","2,654","2,810","2,459","4,330","7,349","9,461","6,452","4,197","736","19","41,889","41,889","1,371","2,647","2,829","2,460","4,348","7,353","9,462","6,460","4,190","748","21","42,045","42,045","1,387","2,684","2,840","2,490","4,336","7,317","9,530","6,467","4,207","765","22","42,124","42,124","1,384","2,685","2,854","2,497","4,328","7,322","9,581","6,465","4,214","771","23","42,207","42,207","1,397","2,690","2,835","2,509","4,344","7,312","9,607","6,483","4,233","775","22","42,319","42,319","1,401","2,702","2,826","2,534","4,356","7,294","9,672","6,509","4,229","776","20"
"경상북도  (4700000000)","2,503,544","2,503,544","127,781","214,984","218,799","252,081","331,832","433,698","461,820","287,963","146,243","27,767","576","2,500,499","2,500,499","126,728","214,391","216,974","251,240","331,070","433,169","462,563","289,850","145,789","28,141","584","2,499,357","2,499,357","125,847","214,887","215,702","251,235","329,684","431,318","463,491","292,517","145,529","28,566","581","2,498,364","2,498,364","125,076","215,020","214,926","251,287","328,730","430,699","464,001","294,115","144,995","28,927","588","2,496,706","2,496,706","124,307","214,730","214,190","251,191","328,055","429,821","464,203","295,683","144,799","29,137","590","2,495,919","2,495,919","123,653","214,620","213,482","251,218","328,025","429,160","464,401","296,937","144,715","29,121","587"
"경상북도 포항시 (4711000000)","488,683","488,683","28,142","46,161","44,070","54,212","70,223","84,648","87,074","51,531","19,550","3,013","59","488,435","488,435","28,032","46,101","43,691","54,199","70,188","84,478","87,163","51,946","19,530","3,046","61","487,769","487,769","27,883","45,895","43,196","54,309","69,950","84,060","87,289","52,462","19,572","3,093","60","487,380","487,380","27,762","45,873","42,782","54,369","69,784","83,905","87,339","52,774","19,590","3,142","60","487,055","487,055","27,596","45,859","42,553","54,387","69,694","83,731","87,301","53,055","19,645","3,171","63","487,008","487,008","27,491","45,884","42,340","54,529","69,708","83,560","87,244","53,312","19,693","3,187","60"
"경상북도 포항시 남구 (4711100000)","214,869","214,869","11,106","20,188","19,969","22,199","31,272","37,474","38,659","23,922","8,797","1,261","22","214,484","214,484","10,994","20,162","19,779","22,111","31,193","37,363","38,691","24,103","8,781","1,284","23","213,948","213,948","10,886","20,059","19,539","22,110","31,035","37,135","38,729","24,313","8,816","1,305","21","213,561","213,561","10,799","20,054","19,341","22,076","30,942","37,053","38,686","24,451","8,820","1,319","20","213,333","213,333","10,697","20,036","19,271","22,079","30,890","36,980","38,625","24,563","8,838","1,333","21","212,298","212,298","10,457","19,974","19,113","21,767","30,744","36,826","38,540","24,641","8,873","1,342","21"
"경상북도 포항시 북구 (4711300000)","273,814","273,814","17,036","25,973","24,101","32,013","38,951","47,174","48,415","27,609","10,753","1,752","37","273,951","273,951","17,038","25,939","23,912","32,088","38,995","47,115","48,472","27,843","10,749","1,762","38","273,821","273,821","16,997","25,836","23,657","32,199","38,915","46,925","48,560","28,149","10,756","1,788","39","273,819","273,819","16,963","25,819","23,441","32,293","38,842","46,852","48,653","28,323","10,770","1,823","40","273,722","273,722","16,899","25,823","23,282","32,308","38,804","46,751","48,676","28,492","10,807","1,838","42","274,710","274,710","17,034","25,910","23,227","32,762","38,964","46,734","48,704","28,671","10,820","1,845","39"
"경상북도 경주시 (4713000000)","243,781","243,781","11,475","18,853","20,164","23,028","30,198","44,992","47,697","29,800","14,849","2,672","53","243,462","243,462","11,335","18,744","20,039","22,937","30,099","44,940","47,758","30,010","14,839","2,706","55","243,282","243,282","11,273","18,675","19,887","22,985","29,959","44,701","47,872","30,301","14,807","2,769","53","243,183","243,183","11,231","18,627","19,840","23,043","29,867","44,604","47,964","30,406","14,754","2,795","52","243,141","243,141","11,202","18,597","19,793","23,085","29,776","44,464","48,043","30,582","14,718","2,829","52","243,051","243,051","11,169","18,585","19,722","23,121","29,747","44,324","48,099","30,695","14,711","2,827","51"
"경상북도 김천시 (4715000000)","133,444","133,444","7,201","11,918","10,525","12,988","17,151","22,301","24,875","16,182","8,485","1,788","30","133,080","133,080","7,156","11,781","10,397","12,921","17,095","22,260","24,926","16,250","8,458","1,804","32","133,145","133,145","7,113","12,023","10,292","12,896","17,033","22,188","24,927","16,345","8,457","1,836","35","133,049","133,049","7,083","12,016","10,237","12,895","16,975","22,124","24,973","16,422","8,428","1,861","35","132,840","132,840","7,044","11,988","10,146","12,857","16,928","22,076","24,939","16,529","8,432","1,864","37","132,740","132,740","6,983","11,981","10,109","12,867","16,897","22,044","24,930","16,597","8,426","1,869","37"
"경상북도 안동시 (4717000000)","152,149","152,149","7,230","12,824","15,036","14,077","18,412","25,431","27,615","18,905","10,582","1,993","44","151,745","151,745","7,165","12,750","14,791","14,014","18,353","25,399","27,671","18,994","10,539","2,024","45","152,097","152,097","7,125","13,047","14,889","14,014","18,244","25,329","27,712","19,131","10,521","2,038","47","152,469","152,469","7,092","13,279","15,000","14,034","18,206","25,317","27,726","19,233","10,465","2,073","44","152,246","152,246","7,045","13,197","14,945","14,029","18,111","25,300","27,698","19,320","10,461","2,092","48","151,864","151,864","7,011","13,097","14,898","13,980","18,085","25,192","27,640","19,388","10,441","2,087","45"
"경상북도 구미시 (4719000000)","403,649","403,649","27,372","44,612","43,761","57,512","69,795","71,854","54,892","22,660","9,273","1,869","49","403,254","403,254","27,138","44,492","43,464","57,260","69,737","71,905","55,178","22,868","9,283","1,881","48","403,237","403,237","26,975","44,638","43,159","57,322","69,529","71,754","55,461","23,153","9,286","1,913","47","403,113","403,113","26,787","44,630","42,964","57,311","69,440","71,768","55,635","23,328","9,278","1,925","47","402,867","402,867","26,597","44,630","42,703","57,256","69,397","71,739","55,810","23,487","9,270","1,934","44","402,726","402,726","26,430","44,681","42,523","57,121","69,459","71,736","55,874","23,661","9,248","1,949","44"
"경상북도 영주시 (4721000000)","97,021","97,021","4,101","8,539","7,777","7,415","10,955","16,549","18,943","13,749","7,533","1,423","37","96,790","96,790","4,081","8,452","7,672","7,392","10,922","16,492","18,971","13,816","7,507","1,446","39","96,673","96,673","4,036","8,464","7,628","7,383","10,838","16,413","18,960","13,966","7,475","1,472","38","96,555","96,555","3,997","8,437","7,622","7,370","10,792","16,402","18,942","14,040","7,419","1,494","40","96,511","96,511","3,971","8,445","7,583","7,395","10,742","16,379","18,950","14,108","7,390","1,513","35","96,440","96,440","3,951","8,435","7,545","7,400","10,722","16,342","18,945","14,159","7,396","1,508","37"
"경상북도 영천시 (4723000000)","94,943","94,943","4,115","5,939","6,347","7,721","10,074","16,523","20,688","14,537","7,638","1,346","15","94,756","94,756","4,061","6,024","6,201","7,682","10,022","16,452","20,705","14,625","7,607","1,361","16","94,633","94,633","4,027","6,039","6,151","7,663","9,963","16,324","20,730","14,760","7,583","1,376","17","94,486","94,486","4,000","6,042","6,083","7,631","9,897","16,275","20,729","14,844","7,564","1,404","17","94,331","94,331","3,999","6,014","6,019","7,626","9,868","16,199","20,743","14,876","7,554","1,417","16","94,107","94,107","3,975","6,014","5,969","7,596","9,830","16,158","20,679","14,910","7,546","1,416","14"
"경상북도 상주시 (4725000000)","89,795","89,795","3,404","6,830","5,891","5,927","9,109","14,555","19,745","13,986","8,480","1,828","40","89,602","89,602","3,389","6,768","5,804","5,919","9,093","14,522","19,726","14,054","8,436","1,853","38","89,579","89,579","3,369","6,827","5,796","5,882","9,061","14,412","19,753","14,162","8,391","1,884","42","89,467","89,467","3,331","6,810","5,773","5,885","9,027","14,372","19,739","14,238","8,349","1,898","45","89,382","89,382","3,314","6,793","5,736","5,890","9,009","14,356","19,726","14,285","8,322","1,906","45","89,228","89,228","3,293","6,774","5,716","5,853","8,986","14,295","19,723","14,355","8,297","1,887","49"
"경상북도 문경시 (4728000000)","65,189","65,189","2,477","4,793","4,459","4,321","6,837","10,734","14,187","10,237","5,950","1,164","30","64,989","64,989","2,433","4,740","4,389","4,323","6,792","10,692","14,175","10,295","5,937","1,183","30","64,904","64,904","2,410","4,778","4,324","4,306","6,745","10,624","14,151","10,423","5,918","1,194","31","64,872","64,872","2,389","4,780","4,328","4,315","6,709","10,593","14,145","10,484","5,883","1,215","31","64,792","64,792","2,377","4,771","4,279","4,331","6,673","10,576","14,118","10,559","5,860","1,218","30","64,774","64,774","2,360","4,758","4,265","4,349","6,680","10,547","14,128","10,578","5,864","1,215","30"
"경상북도 경산시 (4729000000)","263,381","263,381","14,321","22,953","32,657","30,478","36,475","46,121","42,171","24,815","11,477","1,884","29","263,316","263,316","14,169","23,102","32,624","30,376","36,334","46,099","42,243","24,989","11,430","1,921","29","263,483","263,483","14,071","23,234","32,731","30,315","36,172","45,959","42,365","25,210","11,447","1,949","30","263,525","263,525","13,953","23,312","32,867","30,280","36,037","45,897","42,380","25,361","11,424","1,983","31","263,639","263,639","13,833","23,338","33,136","30,263","35,944","45,784","42,375","25,510","11,434","1,992","30","263,406","263,406","13,758","23,282","33,047","30,237","35,887","45,718","42,413","25,601","11,436","1,997","30"
"경상북도 의성군 (4773000000)","47,875","47,875","1,257","2,035","1,927","2,623","3,708","7,031","12,303","9,659","6,058","1,254","20","47,868","47,868","1,250","2,031","1,891","2,621","3,709","7,022","12,313","9,711","6,018","1,282","20","47,820","47,820","1,245","2,033","1,874","2,610","3,708","6,960","12,305","9,789","5,983","1,293","20","47,829","47,829","1,249","2,039","1,875","2,583","3,703","6,950","12,300","9,852","5,940","1,319","19","47,893","47,893","1,254","2,035","1,869","2,587","3,716","6,947","12,289","9,924","5,923","1,329","20","47,952","47,952","1,264","2,028","1,879","2,600","3,735","6,932","12,302","9,955","5,918","1,319","20"
"경상북도 청송군 (4775000000)","23,325","23,325","692","988","1,162","1,441","1,859","3,723","5,927","4,302","2,721","499","11","23,313","23,313","688","992","1,139","1,437","1,872","3,704","5,923","4,331","2,706","509","12","23,283","23,283","692","972","1,127","1,437","1,859","3,677","5,945","4,348","2,692","523","11","23,255","23,255","695","965","1,117","1,433","1,850","3,675","5,933","4,369","2,678","529","11","23,280","23,280","694","961","1,117","1,454","1,862","3,657","5,942","4,383","2,668","532","10","24,020","24,020","709","1,005","1,237","1,567","1,980","3,822","6,041","4,442","2,675","531","11"
"경상북도 영양군 (4776000000)","15,997","15,997","420","900","919","946","1,363","2,647","3,881","2,717","1,862","328","14","15,986","15,986","414","898","913","942","1,349","2,640","3,893","2,738","1,850","334","15","16,005","16,005","407","902","911","951","1,343","2,632","3,915","2,746","1,846","339","13","15,991","15,991","411","883","910","944","1,351","2,605","3,930","2,768","1,829","347","13","15,969","15,969","407","873","903","946","1,344","2,594","3,928","2,787","1,823","351","13","15,972","15,972","402","868","897","945","1,355","2,576","3,954","2,789","1,824","349","13"
"경상북도 영덕군 (4777000000)","32,627","32,627","934","1,740","1,565","1,820","2,943","5,284","7,549","5,950","4,072","758","12","32,589","32,589","917","1,731","1,564","1,809","2,926","5,260","7,570","5,985","4,052","762","13","32,544","32,544","906","1,714","1,542","1,793","2,913","5,224","7,594","6,038","4,024","786","10","32,539","32,539","896","1,717","1,530","1,797","2,923","5,215","7,609","6,064","3,984","792","12","32,525","32,525","896","1,717","1,523","1,793","2,931","5,191","7,632","6,067","3,964","799","12","32,560","32,560","890","1,712","1,520","1,789","2,941","5,187","7,667","6,091","3,950","801","12"
"경상북도 청도군 (4782000000)","40,115","40,115","1,006","1,981","1,726","2,133","3,528","6,274","10,330","7,932","4,235","951","19","40,119","40,119","994","2,007","1,705","2,118","3,526","6,271","10,318","7,975","4,231","955","19","40,124","40,124","989","2,002","1,664","2,121","3,525","6,229","10,342","8,061","4,207","965","19","40,134","40,134","995","1,987","1,650","2,108","3,515","6,240","10,366","8,074","4,207","972","20","40,058","40,058","980","1,972","1,637","2,098","3,504","6,198","10,371","8,109","4,184","984","21","40,021","40,021","976","1,964","1,627","2,091","3,486","6,175","10,386","8,134","4,188","973","21"
"경상북도 고령군 (4783000000)","29,648","29,648","862","1,663","1,722","1,847","2,900","5,244","7,219","4,909","2,737","532","13","29,625","29,625","862","1,630","1,708","1,857","2,889","5,209","7,246","4,940","2,734","537","13","29,608","29,608","854","1,624","1,699","1,856","2,861","5,211","7,269","4,959","2,714","548","13","29,649","29,649","858","1,624","1,675","1,884","2,854","5,215","7,288","4,991","2,685","562","13","29,581","29,581","841","1,612","1,668","1,872","2,823","5,200","7,297","5,010","2,684","562","12","29,545","29,545","843","1,610","1,645","1,869","2,810","5,185","7,283","5,042","2,676","570","12"
"경상북도 성주군 (4784000000)","40,636","40,636","1,255","1,961","1,962","2,740","3,814","6,853","10,648","7,172","3,482","738","11","40,571","40,571","1,247","1,962","1,934","2,734","3,800","6,818","10,652","7,215","3,447","752","10","40,554","40,554","1,235","1,955","1,908","2,729","3,785","6,771","10,685","7,257","3,461","757","11","40,543","40,543","1,231","1,958","1,889","2,746","3,780","6,750","10,704","7,290","3,424","760","11","40,552","40,552","1,230","1,962","1,856","2,733","3,788","6,724","10,709","7,344","3,437","758","11","40,461","40,461","1,213","1,952","1,837","2,726","3,777","6,676","10,721","7,366","3,427","756","10"
"경상북도 칠곡군 (4785000000)","104,596","104,596","4,942","10,375","8,513","9,793","17,354","21,134","17,528","9,166","4,814","951","26","104,347","104,347","4,864","10,317","8,414","9,676","17,286","21,177","17,577","9,241","4,798","972","25","103,999","103,999","4,756","10,228","8,307","9,595","17,195","21,112","17,658","9,338","4,793","993","24","103,807","103,807","4,679","10,214","8,245","9,579","17,072","21,105","17,716","9,403","4,772","997","25","103,618","103,618","4,607","10,175","8,188","9,514","17,013","21,095","17,745","9,472","4,772","1,012","25","103,537","103,537","4,542","10,183","8,138","9,514","16,975","21,077","17,786","9,522","4,764","1,010","26"
"경상북도 예천군 (4790000000)","53,879","53,879","3,526","4,731","3,189","4,951","6,757","7,477","9,863","7,466","4,812","1,091","16","53,808","53,808","3,490","4,729","3,193","4,919","6,747","7,484","9,820","7,522","4,772","1,116","16","53,670","53,670","3,485","4,704","3,157","4,918","6,705","7,430","9,798","7,601","4,742","1,115","15","53,529","53,529","3,457","4,699","3,113","4,904","6,666","7,401","9,775","7,647","4,715","1,135","17","53,467","53,467","3,443","4,690","3,108","4,902","6,646","7,373","9,765","7,694","4,686","1,142","18","53,422","53,422","3,421","4,703","3,117","4,877","6,648","7,378","9,742","7,711","4,670","1,137","18"
"경상북도 봉화군 (4792000000)","28,252","28,252","741","1,653","1,275","1,345","2,286","4,574","7,305","5,146","3,190","714","23","28,158","28,158","734","1,617","1,261","1,337","2,266","4,537","7,330","5,158","3,174","720","24","28,174","28,174","726","1,634","1,261","1,339","2,271","4,494","7,329","5,214","3,157","726","23","28,161","28,161","725","1,639","1,242","1,335","2,270","4,468","7,348","5,245","3,141","726","22","28,107","28,107","718","1,622","1,259","1,334","2,261","4,444","7,330","5,264","3,116","735","24","28,122","28,122","710","1,621","1,261","1,339","2,266","4,439","7,323","5,289","3,116","734","24"
